16:05:04	 Tµi kho∂n: caothuong	 Nh©n vÀt: DanChoiLua	 DWORD ID: -1902028200	 C p: 1	 IP: 14.160.198.30 : 49947	 Xu: 0	 TÊng ti“n vπn: 0
19:15:29	 Tµi kho∂n: sanbos2	 Nh©n vÀt: sanbos212	 DWORD ID: -444051735	 C p: 1	 IP: 14.236.73.32 : 49279	 Xu: 44	 TÊng ti“n vπn: 0
19:16:23	 Tµi kho∂n: chuaus7750	 Nh©n vÀt: zZzL∑ngQu™nzZz	 DWORD ID: 1884726757	 C p: 121	 IP: 118.68.98.145 : 23190	 Xu: 0	 TÊng ti“n vπn: 893
19:16:39	 Tµi kho∂n: nguyenson13	 Nh©n vÀt: nguyenson13	 DWORD ID: 89445323	 C p: 123	 IP: 118.69.89.111 : 52120	 Xu: 288	 TÊng ti“n vπn: 0
19:17:44	 Tµi kho∂n: namdoan6626	 Nh©n vÀt: Na__Tra	 DWORD ID: 1814292348	 C p: 123	 IP: 113.161.229.218 : 60868	 Xu: 49	 TÊng ti“n vπn: 507110
19:18:51	 Tµi kho∂n: conghung2	 Nh©n vÀt: CLDaoF	 DWORD ID: -949640979	 C p: 120	 IP: 171.235.44.3 : 54836	 Xu: 0	 TÊng ti“n vπn: 1200
19:20:23	 Tµi kho∂n: namdoan	 Nh©n vÀt: ac_______xe	 DWORD ID: 1667127196	 C p: 120	 IP: 113.161.229.218 : 61026	 Xu: 0	 TÊng ti“n vπn: 1111
19:20:41	 Tµi kho∂n: dmthangadm	 Nh©n vÀt: 123456123456	 DWORD ID: 549954370	 C p: 120	 IP: 113.176.137.132 : 49884	 Xu: 0	 TÊng ti“n vπn: 1443
19:20:48	 Tµi kho∂n: lekhang91	 Nh©n vÀt: SamSung	 DWORD ID: -306057818	 C p: 127	 IP: 171.239.220.166 : 56246	 Xu: 70	 TÊng ti“n vπn: 104699
19:21:38	 Tµi kho∂n: anhthikchat3	 Nh©n vÀt: pethiknm	 DWORD ID: 2141123589	 C p: 121	 IP: 171.236.48.162 : 38795	 Xu: 25	 TÊng ti“n vπn: 11910
19:22:28	 Tµi kho∂n: saysay	 Nh©n vÀt: khoaSay	 DWORD ID: 1524176945	 C p: 125	 IP: 115.72.6.228 : 60568	 Xu: 68	 TÊng ti“n vπn: 0
19:25:49	 Tµi kho∂n: conghung1	 Nh©n vÀt: QuanVu	 DWORD ID: -255570875	 C p: 126	 IP: 171.235.44.3 : 54847	 Xu: 52	 TÊng ti“n vπn: 978154
19:26:02	 Tµi kho∂n: conghung	 Nh©n vÀt: Langer	 DWORD ID: -849274024	 C p: 1	 IP: 171.235.44.3 : 54848	 Xu: 25	 TÊng ti“n vπn: 0
19:26:37	 Tµi kho∂n: datau11	 Nh©n vÀt: sabos321	 DWORD ID: 1389175873	 C p: 1	 IP: 14.236.73.32 : 49281	 Xu: 85	 TÊng ti“n vπn: 0
19:28:07	 Tµi kho∂n: tomchay1	 Nh©n vÀt: TrymXX	 DWORD ID: -97813934	 C p: 123	 IP: 1.55.254.32 : 9104	 Xu: 20	 TÊng ti“n vπn: 0
19:29:44	 Tµi kho∂n: mrdjnhquy	 Nh©n vÀt: 19ŸInterŸPOLL	 DWORD ID: -1264127649	 C p: 122	 IP: 113.185.40.78 : 45403	 Xu: 2	 TÊng ti“n vπn: 87561
19:30:20	 Tµi kho∂n: chukhacnhi1993	 Nh©n vÀt: DoreMon	 DWORD ID: -2072571113	 C p: 123	 IP: 14.240.116.193 : 54253	 Xu: 33	 TÊng ti“n vπn: 199673
19:30:28	 Tµi kho∂n: pnghi2016	 Nh©n vÀt: LinhKa	 DWORD ID: -808609496	 C p: 122	 IP: 171.236.48.30 : 34450	 Xu: 0	 TÊng ti“n vπn: 253130
19:32:11	 Tµi kho∂n: pinphan12345	 Nh©n vÀt: Vip_khi1	 DWORD ID: -211253543	 C p: 125	 IP: 14.186.109.219 : 36581	 Xu: 21	 TÊng ti“n vπn: 1013407
19:32:17	 Tµi kho∂n: asdasd	 Nh©n vÀt: CÊŸL˘cŸNa	 DWORD ID: -1270583229	 C p: 125	 IP: 14.252.53.147 : 64787	 Xu: 5	 TÊng ti“n vπn: 1000
19:34:01	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 121	 IP: 14.186.247.210 : 51456	 Xu: 102	 TÊng ti“n vπn: 160513
19:34:37	 Tµi kho∂n: conghung	 Nh©n vÀt: Microsoft	 DWORD ID: -1138801829	 C p: 122	 IP: 171.235.44.3 : 56457	 Xu: 25	 TÊng ti“n vπn: 100198
19:34:56	 Tµi kho∂n: conghung1	 Nh©n vÀt: QuanVu	 DWORD ID: -255570875	 C p: 126	 IP: 171.235.44.3 : 56462	 Xu: 52	 TÊng ti“n vπn: 978154
19:35:15	 Tµi kho∂n: weoweo90	 Nh©n vÀt: L˝ŸB◊nhŸNhi	 DWORD ID: -396105229	 C p: 120	 IP: 42.114.22.42 : 25173	 Xu: 3	 TÊng ti“n vπn: 1530990
19:35:34	 Tµi kho∂n: weoweo900	 Nh©n vÀt: Nh≠ŸMÈng	 DWORD ID: -450888839	 C p: 1	 IP: 42.114.22.42 : 5724	 Xu: 0	 TÊng ti“n vπn: 0
19:35:39	 Tµi kho∂n: vank03	 Nh©n vÀt: HoaVinh	 DWORD ID: 710702514	 C p: 120	 IP: 113.188.29.120 : 49405	 Xu: 0	 TÊng ti“n vπn: 1000
19:36:24	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 129	 IP: 1.53.84.204 : 56989	 Xu: 197	 TÊng ti“n vπn: 58434
19:37:33	 Tµi kho∂n: conghung	 Nh©n vÀt: Langer	 DWORD ID: -849274024	 C p: 120	 IP: 171.235.44.3 : 56469	 Xu: 25	 TÊng ti“n vπn: 1000
19:38:11	 Tµi kho∂n: nna1210vt01	 Nh©n vÀt: o0oThanhLyo0o	 DWORD ID: 940663043	 C p: 126	 IP: 14.191.185.30 : 58939	 Xu: 890	 TÊng ti“n vπn: 479989
19:38:13	 Tµi kho∂n: chukhacnhi	 Nh©n vÀt: NoBiTa	 DWORD ID: -853915469	 C p: 121	 IP: 14.240.116.193 : 61901	 Xu: 0	 TÊng ti“n vπn: 240464
19:38:15	 Tµi kho∂n: chukhacnhi1993	 Nh©n vÀt: DoreMon	 DWORD ID: -2072571113	 C p: 123	 IP: 14.240.116.193 : 56443	 Xu: 33	 TÊng ti“n vπn: 216219
19:38:15	 Tµi kho∂n: nna1210vt02	 Nh©n vÀt: o0oLongLyo0o	 DWORD ID: -917048594	 C p: 126	 IP: 14.191.185.30 : 58941	 Xu: 30	 TÊng ti“n vπn: 5543
19:38:24	 Tµi kho∂n: chukhacnhi1994	 Nh©n vÀt: HaiBang	 DWORD ID: 528539421	 C p: 120	 IP: 14.240.116.193 : 58379	 Xu: 0	 TÊng ti“n vπn: 83330
19:39:08	 Tµi kho∂n: tanphuc	 Nh©n vÀt: ß÷ŸNh tŸVL	 DWORD ID: 1220732745	 C p: 125	 IP: 1.55.204.228 : 18511	 Xu: 25	 TÊng ti“n vπn: 25143
19:39:32	 Tµi kho∂n: conghung1	 Nh©n vÀt: QuanVu	 DWORD ID: -255570875	 C p: 126	 IP: 171.235.44.3 : 51609	 Xu: 52	 TÊng ti“n vπn: 978154
19:39:46	 Tµi kho∂n: pinphan12345	 Nh©n vÀt: Vip_khi1	 DWORD ID: -211253543	 C p: 125	 IP: 14.186.109.219 : 61202	 Xu: 21	 TÊng ti“n vπn: 1013407
19:40:32	 Tµi kho∂n: lekhang93	 Nh©n vÀt: ChauTinhTrung	 DWORD ID: 477975473	 C p: 126	 IP: 171.239.220.166 : 49175	 Xu: 50	 TÊng ti“n vπn: 111698
19:41:16	 Tµi kho∂n: nna1210vt02	 Nh©n vÀt: o0oLongLyo0o	 DWORD ID: -917048594	 C p: 126	 IP: 14.191.185.30 : 58944	 Xu: 30	 TÊng ti“n vπn: 5543
19:42:26	 Tµi kho∂n: vank92	 Nh©n vÀt: =Van_Monkey=	 DWORD ID: 187118242	 C p: 1	 IP: 113.188.29.120 : 49409	 Xu: 0	 TÊng ti“n vπn: 0
19:42:27	 Tµi kho∂n: trungnhanvl80	 Nh©n vÀt: DPhong	 DWORD ID: -995227857	 C p: 1	 IP: 116.110.43.39 : 4792	 Xu: 0	 TÊng ti“n vπn: 0
19:44:09	 Tµi kho∂n: 813461	 Nh©n vÀt: xxDxtttt	 DWORD ID: 1678665215	 C p: 129	 IP: 1.53.84.204 : 57024	 Xu: 197	 TÊng ti“n vπn: 58430
19:45:21	 Tµi kho∂n: mhung3563	 Nh©n vÀt: AŸRÂng	 DWORD ID: -193550064	 C p: 124	 IP: 1.54.211.113 : 21501	 Xu: 15	 TÊng ti“n vπn: 73838
19:47:07	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 121	 IP: 118.68.170.239 : 60769	 Xu: 0	 TÊng ti“n vπn: 0
19:47:18	 Tµi kho∂n: samkul2	 Nh©n vÀt: BUFFBUFF	 DWORD ID: -1743436197	 C p: 120	 IP: 115.76.54.208 : 19208	 Xu: 20	 TÊng ti“n vπn: 75967
19:47:41	 Tµi kho∂n: weoweo9	 Nh©n vÀt: Huy“nŸThi™n	 DWORD ID: 995091567	 C p: 121	 IP: 42.114.22.42 : 64251	 Xu: 5	 TÊng ti“n vπn: 0
19:48:37	 Tµi kho∂n: pinphan12345	 Nh©n vÀt: Vip_khi1	 DWORD ID: -211253543	 C p: 125	 IP: 14.186.109.219 : 61206	 Xu: 21	 TÊng ti“n vπn: 1013407
19:48:51	 Tµi kho∂n: weoweo900	 Nh©n vÀt: Nh≠ŸMÈng	 DWORD ID: -450888839	 C p: 120	 IP: 42.114.22.42 : 13975	 Xu: 0	 TÊng ti“n vπn: 1510995
19:50:31	 Tµi kho∂n: namdoan	 Nh©n vÀt: ac_______xe	 DWORD ID: 1667127196	 C p: 120	 IP: 113.161.229.218 : 63989	 Xu: 0	 TÊng ti“n vπn: 4034
19:50:49	 Tµi kho∂n: saysay	 Nh©n vÀt: khoaSay	 DWORD ID: 1524176945	 C p: 125	 IP: 115.72.6.228 : 60571	 Xu: 68	 TÊng ti“n vπn: 0
19:52:08	 Tµi kho∂n: samkul2	 Nh©n vÀt: BUFFBUFF	 DWORD ID: -1743436197	 C p: 120	 IP: 115.76.54.208 : 43624	 Xu: 20	 TÊng ti“n vπn: 75966
19:52:23	 Tµi kho∂n: weoweo90	 Nh©n vÀt: L˝ŸB◊nhŸNhi	 DWORD ID: -396105229	 C p: 120	 IP: 42.114.22.42 : 28527	 Xu: 3	 TÊng ti“n vπn: 990
19:52:37	 Tµi kho∂n: weoweo9	 Nh©n vÀt: Huy“nŸThi™n	 DWORD ID: 995091567	 C p: 121	 IP: 42.114.22.42 : 18192	 Xu: 5	 TÊng ti“n vπn: 1490000
19:52:58	 Tµi kho∂n: nna1210vt03	 Nh©n vÀt: o0oPhongLyo0o	 DWORD ID: -251373142	 C p: 125	 IP: 14.191.185.30 : 58952	 Xu: 5	 TÊng ti“n vπn: 482212
19:53:45	 Tµi kho∂n: hanhnhat900	 Nh©n vÀt: MrŸBUff	 DWORD ID: -86229507	 C p: 120	 IP: 14.191.31.190 : 57741	 Xu: 0	 TÊng ti“n vπn: 6987
19:54:06	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 121	 IP: 14.186.247.210 : 52069	 Xu: 0	 TÊng ti“n vπn: 199
19:54:33	 Tµi kho∂n: conghung1	 Nh©n vÀt: QuanVu	 DWORD ID: -255570875	 C p: 126	 IP: 171.235.44.3 : 49954	 Xu: 52	 TÊng ti“n vπn: 978154
19:54:48	 Tµi kho∂n: samkul2	 Nh©n vÀt: BUFFBUFF	 DWORD ID: -1743436197	 C p: 120	 IP: 115.76.54.208 : 20504	 Xu: 20	 TÊng ti“n vπn: 75966
19:55:24	 Tµi kho∂n: hungle	 Nh©n vÀt: Online	 DWORD ID: -211897970	 C p: 1	 IP: 171.235.44.3 : 49956	 Xu: 0	 TÊng ti“n vπn: 0
19:59:47	 Tµi kho∂n: lekhang93	 Nh©n vÀt: ChauTinhTrung	 DWORD ID: 477975473	 C p: 126	 IP: 171.239.220.166 : 49313	 Xu: 50	 TÊng ti“n vπn: 111698
20:00:54	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸAlone	 DWORD ID: 457327855	 C p: 1	 IP: 14.191.31.190 : 57768	 Xu: 4	 TÊng ti“n vπn: 0
20:01:04	 Tµi kho∂n: lekhang91	 Nh©n vÀt: SamSung	 DWORD ID: -306057818	 C p: 127	 IP: 171.239.220.166 : 49321	 Xu: 70	 TÊng ti“n vπn: 104699
20:01:04	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸCayTien1	 DWORD ID: -2146221087	 C p: 122	 IP: 14.191.31.190 : 57772	 Xu: 4	 TÊng ti“n vπn: 4396
20:02:54	 Tµi kho∂n: phapqn12	 Nh©n vÀt: VDDang	 DWORD ID: -533316747	 C p: 125	 IP: 118.69.109.66 : 39911	 Xu: 45	 TÊng ti“n vπn: 124433
20:04:27	 Tµi kho∂n: thanhtan	 Nh©n vÀt: ThµnhïT n	 DWORD ID: 2121032137	 C p: 125	 IP: 42.119.159.49 : 43285	 Xu: 100	 TÊng ti“n vπn: 499700
20:05:08	 Tµi kho∂n: hanhnhat2	 Nh©n vÀt: MrŸCayTien	 DWORD ID: -2018414945	 C p: 122	 IP: 14.191.31.190 : 60435	 Xu: 0	 TÊng ti“n vπn: 25183
20:05:17	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸCayTien1	 DWORD ID: -2146221087	 C p: 122	 IP: 14.191.31.190 : 60437	 Xu: 4	 TÊng ti“n vπn: 1200
20:06:10	 Tµi kho∂n: saubo1	 Nh©n vÀt: TNŸŸŸ1	 DWORD ID: -104289431	 C p: 1	 IP: 113.23.54.181 : 39436	 Xu: 0	 TÊng ti“n vπn: 0
20:06:11	 Tµi kho∂n: hanhnhat3	 Nh©n vÀt: MrŸBlack	 DWORD ID: 454102322	 C p: 121	 IP: 14.191.31.190 : 59758	 Xu: 4	 TÊng ti“n vπn: 0
20:06:18	 Tµi kho∂n: lekhang92	 Nh©n vÀt: EmHoSamSung	 DWORD ID: -898460580	 C p: 125	 IP: 171.239.220.166 : 49349	 Xu: 22	 TÊng ti“n vπn: 406619
20:06:36	 Tµi kho∂n: no100vnn	 Nh©n vÀt: ŸŸŸCTŸŸPK	 DWORD ID: -1799133662	 C p: 122	 IP: 113.23.54.181 : 62472	 Xu: 0	 TÊng ti“n vπn: 16367
20:06:51	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 124	 IP: 222.255.113.183 : 49702	 Xu: 5	 TÊng ti“n vπn: 8793
20:08:17	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 121	 IP: 222.255.113.183 : 49717	 Xu: 0	 TÊng ti“n vπn: 5793
20:10:49	 Tµi kho∂n: tkmoi7	 Nh©n vÀt: CayTienVan1	 DWORD ID: -1981110013	 C p: 120	 IP: 222.255.113.183 : 49731	 Xu: 0	 TÊng ti“n vπn: 37755
20:11:49	 Tµi kho∂n: samkul2	 Nh©n vÀt: Chﬁïƒïßπi	 DWORD ID: -508018156	 C p: 130	 IP: 115.76.54.208 : 24971	 Xu: 20	 TÊng ti“n vπn: 347293
20:12:39	 Tµi kho∂n: hanhnhat1	 Nh©n vÀt: MrŸJack	 DWORD ID: -80163844	 C p: 125	 IP: 14.191.31.190 : 59784	 Xu: 1009	 TÊng ti“n vπn: 571384
20:12:40	 Tµi kho∂n: asdasd	 Nh©n vÀt: CÊŸL˘cŸNa	 DWORD ID: -1270583229	 C p: 125	 IP: 14.252.53.147 : 61281	 Xu: 5	 TÊng ti“n vπn: 1000
20:13:30	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: DaTau111	 DWORD ID: 560452772	 C p: 120	 IP: 27.2.123.133 : 56070	 Xu: 10	 TÊng ti“n vπn: 383018
20:14:21	 Tµi kho∂n: weoweo900	 Nh©n vÀt: H·aŸLong	 DWORD ID: 519199972	 C p: 1	 IP: 42.114.22.42 : 41237	 Xu: 0	 TÊng ti“n vπn: 0
20:14:40	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: Ng∑Ng˘aQuyY	 DWORD ID: 162266585	 C p: 122	 IP: 27.2.123.133 : 56081	 Xu: 10	 TÊng ti“n vπn: 2500000
20:16:13	 Tµi kho∂n: no1vnn	 Nh©n vÀt: adfgadrg	 DWORD ID: -1756712683	 C p: 120	 IP: 113.23.54.181 : 18882	 Xu: 5	 TÊng ti“n vπn: 786
20:18:43	 Tµi kho∂n: no1vnn	 Nh©n vÀt: adfgadrg	 DWORD ID: -1756712683	 C p: 120	 IP: 113.23.54.181 : 16217	 Xu: 5	 TÊng ti“n vπn: 486
20:19:46	 Tµi kho∂n: 0985651986	 Nh©n vÀt: 1Ph∏tN∏tB≠Ìm	 DWORD ID: -1834305076	 C p: 122	 IP: 1.55.203.238 : 57689	 Xu: 27	 TÊng ti“n vπn: 3597
20:20:03	 Tµi kho∂n: anhthikchat2	 Nh©n vÀt: pethiktn	 DWORD ID: 2141095719	 C p: 121	 IP: 171.236.48.162 : 21026	 Xu: 25	 TÊng ti“n vπn: 400
20:22:17	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: DaTau111	 DWORD ID: 560452772	 C p: 120	 IP: 27.2.123.133 : 61323	 Xu: 10	 TÊng ti“n vπn: 383018
20:22:48	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: DaTau111	 DWORD ID: 560452772	 C p: 120	 IP: 27.2.123.133 : 61332	 Xu: 10	 TÊng ti“n vπn: 383018
20:23:26	 Tµi kho∂n: honganhcm15	 Nh©n vÀt: ChÿThﬁ16	 DWORD ID: -1206812439	 C p: 123	 IP: 27.2.123.133 : 61339	 Xu: 91	 TÊng ti“n vπn: 73141
20:23:48	 Tµi kho∂n: 0985651985	 Nh©n vÀt: ThichSÍLﬂn	 DWORD ID: 958885997	 C p: 122	 IP: 1.55.203.238 : 57691	 Xu: 5	 TÊng ti“n vπn: 512508
20:24:39	 Tµi kho∂n: no100vnn	 Nh©n vÀt: ŸŸŸCTŸŸPK	 DWORD ID: -1799133662	 C p: 122	 IP: 113.23.54.181 : 51873	 Xu: 0	 TÊng ti“n vπn: 1398
20:25:53	 Tµi kho∂n: pnghi2015	 Nh©n vÀt: TinhKa	 DWORD ID: -79160288	 C p: 124	 IP: 171.236.48.30 : 46314	 Xu: 0	 TÊng ti“n vπn: 33772
20:26:10	 Tµi kho∂n: pnghi2016	 Nh©n vÀt: LinhKa	 DWORD ID: -808609496	 C p: 122	 IP: 171.236.48.30 : 55649	 Xu: 0	 TÊng ti“n vπn: 253130
20:26:49	 Tµi kho∂n: tkmoi4	 Nh©n vÀt: LinhŸNhi	 DWORD ID: -2046014288	 C p: 122	 IP: 14.186.247.210 : 52726	 Xu: 0	 TÊng ti“n vπn: 54333
20:26:59	 Tµi kho∂n: honganhcm10	 Nh©n vÀt: datau111	 DWORD ID: -1534020870	 C p: 120	 IP: 27.2.123.133 : 61373	 Xu: 0	 TÊng ti“n vπn: 520000
20:27:02	 Tµi kho∂n: pnghi2017	 Nh©n vÀt: DungKaa	 DWORD ID: -1163803512	 C p: 122	 IP: 171.236.48.30 : 7439	 Xu: 0	 TÊng ti“n vπn: 179651
20:27:31	 Tµi kho∂n: honganhcm14	 Nh©n vÀt: DaTau111	 DWORD ID: 560452772	 C p: 120	 IP: 27.2.123.133 : 61381	 Xu: 10	 TÊng ti“n vπn: 203018
20:28:04	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: Muahhhhha	 DWORD ID: -1763792919	 C p: 120	 IP: 27.2.123.133 : 61388	 Xu: 60	 TÊng ti“n vπn: 200000
20:28:13	 Tµi kho∂n: galuot0	 Nh©n vÀt: TruongŸTamŸPho	 DWORD ID: 31381425	 C p: 126	 IP: 14.174.197.250 : 65521	 Xu: 25	 TÊng ti“n vπn: 26041
20:28:33	 Tµi kho∂n: mrdjnhquy1	 Nh©n vÀt: NokiaŸ7610	 DWORD ID: -1037549703	 C p: 121	 IP: 113.185.40.78 : 60479	 Xu: 0	 TÊng ti“n vπn: 21385
20:29:13	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 124	 IP: 222.255.113.183 : 50599	 Xu: 5	 TÊng ti“n vπn: 17584
20:29:29	 Tµi kho∂n: mrdjnhquy2	 Nh©n vÀt: NonameŸS	 DWORD ID: -1501608445	 C p: 120	 IP: 113.185.40.78 : 64123	 Xu: 0	 TÊng ti“n vπn: 3198
20:30:10	 Tµi kho∂n: honganhcm11	 Nh©n vÀt: datau222	 DWORD ID: -1534054717	 C p: 120	 IP: 27.2.123.133 : 61408	 Xu: 0	 TÊng ti“n vπn: 480000
20:30:49	 Tµi kho∂n: rimso5	 Nh©n vÀt: 55555555	 DWORD ID: -731537084	 C p: 125	 IP: 115.77.51.178 : 62250	 Xu: 20	 TÊng ti“n vπn: 49907
20:30:55	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 129	 IP: 42.112.148.4 : 2947	 Xu: 7045	 TÊng ti“n vπn: 0
20:31:29	 Tµi kho∂n: honganhcm12	 Nh©n vÀt: datau333	 DWORD ID: -1534043508	 C p: 120	 IP: 27.2.123.133 : 50905	 Xu: 0	 TÊng ti“n vπn: 500000
20:32:10	 Tµi kho∂n: quydaicahp123	 Nh©n vÀt: ChemNoAE	 DWORD ID: 325607260	 C p: 125	 IP: 171.252.154.202 : 48424	 Xu: 122	 TÊng ti“n vπn: 0
20:32:12	 Tµi kho∂n: tuladao2	 Nh©n vÀt: Mπizozzz	 DWORD ID: -1358339018	 C p: 125	 IP: 171.245.167.230 : 62978	 Xu: 18	 TÊng ti“n vπn: 79663
20:32:52	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 121	 IP: 222.255.113.183 : 50620	 Xu: 0	 TÊng ti“n vπn: 7393
20:33:18	 Tµi kho∂n: tututu	 Nh©n vÀt: Van_Monkey	 DWORD ID: 130114100	 C p: 127	 IP: 113.188.29.120 : 49411	 Xu: 10	 TÊng ti“n vπn: 0
20:33:28	 Tµi kho∂n: tkmoi7	 Nh©n vÀt: CayTienVan1	 DWORD ID: -1981110013	 C p: 121	 IP: 222.255.113.183 : 50624	 Xu: 100	 TÊng ti“n vπn: 31147
20:33:45	 Tµi kho∂n: honganhcm19	 Nh©n vÀt: datau11	 DWORD ID: -861972903	 C p: 120	 IP: 27.2.123.133 : 59030	 Xu: 40	 TÊng ti“n vπn: 240000
20:34:47	 Tµi kho∂n: vank02	 Nh©n vÀt: KiemTien	 DWORD ID: -589561352	 C p: 124	 IP: 113.188.29.120 : 49413	 Xu: 0	 TÊng ti“n vπn: 599
20:34:50	 Tµi kho∂n: tkmoi7	 Nh©n vÀt: CayTienVan1	 DWORD ID: -1981110013	 C p: 121	 IP: 222.255.113.183 : 50833	 Xu: 100	 TÊng ti“n vπn: 31747
20:34:55	 Tµi kho∂n: minhtien555	 Nh©n vÀt: XaKuTaRa	 DWORD ID: 314271514	 C p: 122	 IP: 113.176.95.35 : 38903	 Xu: 20	 TÊng ti“n vπn: 19579
20:35:27	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: 1123444]	 DWORD ID: 1824417324	 C p: 120	 IP: 27.2.123.133 : 54137	 Xu: 60	 TÊng ti“n vπn: 200000
20:35:46	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: d‚tu111	 DWORD ID: 1670379839	 C p: 120	 IP: 27.2.123.133 : 58135	 Xu: 60	 TÊng ti“n vπn: 200000
20:35:54	 Tµi kho∂n: congdanhty	 Nh©n vÀt: sieu_nhim	 DWORD ID: 1856267194	 C p: 122	 IP: 14.187.64.212 : 55762	 Xu: 0	 TÊng ti“n vπn: 2200
20:35:56	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: d‚tu111	 DWORD ID: 1670379839	 C p: 120	 IP: 27.2.123.133 : 58142	 Xu: 60	 TÊng ti“n vπn: 200000
20:37:45	 Tµi kho∂n: 0985651985	 Nh©n vÀt: ThichMocLop	 DWORD ID: -1276001879	 C p: 1	 IP: 1.55.203.238 : 57694	 Xu: 5	 TÊng ti“n vπn: 0
20:38:08	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: d‚tu111	 DWORD ID: 1670379839	 C p: 120	 IP: 27.2.123.133 : 49285	 Xu: 60	 TÊng ti“n vπn: 200000
20:38:17	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: Muahhhhha	 DWORD ID: -1763792919	 C p: 120	 IP: 27.2.123.133 : 49288	 Xu: 60	 TÊng ti“n vπn: 1700000
20:38:48	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: Muahhhhha	 DWORD ID: -1763792919	 C p: 120	 IP: 27.2.123.133 : 64039	 Xu: 60	 TÊng ti“n vπn: 1700000
20:38:54	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 125	 IP: 171.250.161.59 : 63965	 Xu: 2695	 TÊng ti“n vπn: 0
20:39:15	 Tµi kho∂n: wangbugi6	 Nh©n vÀt: Acecook	 DWORD ID: -765070932	 C p: 1	 IP: 1.55.45.91 : 44167	 Xu: 0	 TÊng ti“n vπn: 0
20:39:21	 Tµi kho∂n: honganhcm18	 Nh©n vÀt: d‚tu111	 DWORD ID: 1670379839	 C p: 120	 IP: 27.2.123.133 : 58407	 Xu: 60	 TÊng ti“n vπn: 200000
20:40:04	 Tµi kho∂n: vank92	 Nh©n vÀt: =Van_Monkey=	 DWORD ID: 187118242	 C p: 120	 IP: 113.188.29.120 : 49415	 Xu: 10	 TÊng ti“n vπn: 6231
20:40:18	 Tµi kho∂n: tuladao3	 Nh©n vÀt: dsadasda	 DWORD ID: 1622250075	 C p: 126	 IP: 171.245.167.230 : 63008	 Xu: 11	 TÊng ti“n vπn: 68540
20:40:30	 Tµi kho∂n: leanhdung3004	 Nh©n vÀt: MRLËcXo∏y	 DWORD ID: 1804908205	 C p: 1	 IP: 14.171.141.239 : 59849	 Xu: 0	 TÊng ti“n vπn: 0
20:41:10	 Tµi kho∂n: congdanhty1979	 Nh©n vÀt: thuyyen	 DWORD ID: 2038451117	 C p: 122	 IP: 14.187.64.212 : 55801	 Xu: 0	 TÊng ti“n vπn: 799
20:41:31	 Tµi kho∂n: dkkhung	 Nh©n vÀt: okconde	 DWORD ID: -516476074	 C p: 124	 IP: 116.105.207.65 : 49696	 Xu: 0	 TÊng ti“n vπn: 0
20:41:46	 Tµi kho∂n: trinhdinhquoc1	 Nh©n vÀt: KieuPhong	 DWORD ID: -529260724	 C p: 125	 IP: 171.250.161.59 : 48206	 Xu: 5	 TÊng ti“n vπn: 0
20:41:57	 Tµi kho∂n: dkkhung1	 Nh©n vÀt: DaTau2v	 DWORD ID: 1732715127	 C p: 124	 IP: 116.105.207.65 : 49704	 Xu: 0	 TÊng ti“n vπn: 0
20:42:07	 Tµi kho∂n: trinhdinhquoc	 Nh©n vÀt: Mogana	 DWORD ID: -864393213	 C p: 125	 IP: 171.250.161.59 : 17332	 Xu: 10	 TÊng ti“n vπn: 47591
