00:00:06	 Tµi kho∂n: pinphan12345	 Nh©n vÀt: Vip_khi1	 DWORD ID: -211253543	 C p: 126	 IP: 14.186.109.219 : 37359	 Xu: 22	 TÊng ti“n vπn: 26881
20:04:39	 Tµi kho∂n: galuot1	 Nh©n vÀt: ThienŸNhan	 DWORD ID: -1044256435	 C p: 127	 IP: 14.250.255.250 : 62907	 Xu: 40	 TÊng ti“n vπn: 470123
20:04:42	 Tµi kho∂n: mapmap5	 Nh©n vÀt: AssHole	 DWORD ID: -126370866	 C p: 125	 IP: 171.249.93.2 : 63054	 Xu: 0	 TÊng ti“n vπn: 254259
20:04:51	 Tµi kho∂n: hanhnhat1	 Nh©n vÀt: MrŸCaytien3	 DWORD ID: 1829133115	 C p: 121	 IP: 14.185.124.189 : 65416	 Xu: 0	 TÊng ti“n vπn: 4989
20:05:00	 Tµi kho∂n: rimso3	 Nh©n vÀt: CayTien333	 DWORD ID: 1919232762	 C p: 124	 IP: 115.77.51.178 : 55146	 Xu: 0	 TÊng ti“n vπn: 2199
20:05:03	 Tµi kho∂n: galuot0	 Nh©n vÀt: TruongŸTamŸPho	 DWORD ID: 31381425	 C p: 132	 IP: 14.250.255.250 : 62909	 Xu: 552	 TÊng ti“n vπn: 165825
20:05:07	 Tµi kho∂n: rimso5	 Nh©n vÀt: CayTien555	 DWORD ID: 1919158792	 C p: 122	 IP: 115.77.51.178 : 62185	 Xu: 49	 TÊng ti“n vπn: 7991
20:05:10	 Tµi kho∂n: galuot2	 Nh©n vÀt: CayŸTien	 DWORD ID: -228059412	 C p: 127	 IP: 14.250.255.250 : 62911	 Xu: 15	 TÊng ti“n vπn: 200475
20:05:29	 Tµi kho∂n: minhtien555	 Nh©n vÀt: XaKuTaRa	 DWORD ID: 314271514	 C p: 125	 IP: 113.176.95.35 : 37117	 Xu: 33	 TÊng ti“n vπn: 20000
20:05:58	 Tµi kho∂n: mapmap	 Nh©n vÀt: Tr‰cŸß«u	 DWORD ID: 447315140	 C p: 139	 IP: 171.249.93.2 : 63061	 Xu: 1142	 TÊng ti“n vπn: 0
20:06:21	 Tµi kho∂n: lekhang93	 Nh©n vÀt: ChauTinhTrung	 DWORD ID: 477975473	 C p: 129	 IP: 171.239.220.166 : 56854	 Xu: 465	 TÊng ti“n vπn: 500000
20:06:45	 Tµi kho∂n: leanhdung3001	 Nh©n vÀt: TYŸTh«nŸS m	 DWORD ID: 1824174941	 C p: 131	 IP: 222.252.237.81 : 60849	 Xu: 1926	 TÊng ti“n vπn: 846
20:06:50	 Tµi kho∂n: wangbugi2	 Nh©n vÀt: T´mŸChuaŸCay	 DWORD ID: -470443509	 C p: 128	 IP: 42.118.96.157 : 50154	 Xu: 29	 TÊng ti“n vπn: 1141
20:07:32	 Tµi kho∂n: tanphuc	 Nh©n vÀt: ß÷ŸNh tŸVL	 DWORD ID: 1220732745	 C p: 131	 IP: 171.235.44.3 : 51799	 Xu: 10	 TÊng ti“n vπn: 424248
20:07:45	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 130	 IP: 171.250.161.59 : 1029	 Xu: 2305	 TÊng ti“n vπn: 137087
20:07:50	 Tµi kho∂n: tkmoi3	 Nh©n vÀt: Kho∏iŸßao	 DWORD ID: 350685790	 C p: 120	 IP: 14.186.247.210 : 50124	 Xu: 0	 TÊng ti“n vπn: 22000
20:07:51	 Tµi kho∂n: galuot3	 Nh©n vÀt: dsfdsfvd	 DWORD ID: -1700276936	 C p: 120	 IP: 14.250.255.250 : 41427	 Xu: 0	 TÊng ti“n vπn: 360000
20:08:01	 Tµi kho∂n: galuot4	 Nh©n vÀt: sdfdsfds	 DWORD ID: -787148289	 C p: 120	 IP: 14.250.255.250 : 41429	 Xu: 0	 TÊng ti“n vπn: 120000
20:08:05	 Tµi kho∂n: tkmoi5	 Nh©n vÀt: LongŸNhi	 DWORD ID: 2101073080	 C p: 120	 IP: 14.186.247.210 : 50186	 Xu: 0	 TÊng ti“n vπn: 440000
20:08:12	 Tµi kho∂n: galuot5	 Nh©n vÀt: sdasddasd	 DWORD ID: 1148356983	 C p: 120	 IP: 14.250.255.250 : 41431	 Xu: 0	 TÊng ti“n vπn: 280000
20:08:26	 Tµi kho∂n: galuot2	 Nh©n vÀt: CayŸTien	 DWORD ID: -228059412	 C p: 127	 IP: 14.250.255.250 : 41433	 Xu: 5	 TÊng ti“n vπn: 200475
20:08:28	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 125	 IP: 14.186.247.210 : 50189	 Xu: 0	 TÊng ti“n vπn: 599
20:08:39	 Tµi kho∂n: tkmoi7	 Nh©n vÀt: CayTienVan1	 DWORD ID: -1981110013	 C p: 121	 IP: 14.186.247.210 : 50192	 Xu: 40	 TÊng ti“n vπn: 300000
20:08:47	 Tµi kho∂n: galuot5	 Nh©n vÀt: sdasddasd	 DWORD ID: 1148356983	 C p: 120	 IP: 14.250.255.250 : 64653	 Xu: 0	 TÊng ti“n vπn: 280000
20:08:53	 Tµi kho∂n: tkmoi8	 Nh©n vÀt: CayTienVan2	 DWORD ID: -1981110088	 C p: 124	 IP: 14.186.247.210 : 50194	 Xu: 0	 TÊng ti“n vπn: 120000
20:08:56	 Tµi kho∂n: galuot5	 Nh©n vÀt: sdasddasd	 DWORD ID: 1148356983	 C p: 120	 IP: 14.250.255.250 : 64655	 Xu: 0	 TÊng ti“n vπn: 280000
20:09:07	 Tµi kho∂n: galuot2	 Nh©n vÀt: CayŸTien	 DWORD ID: -228059412	 C p: 127	 IP: 14.250.255.250 : 62749	 Xu: 5	 TÊng ti“n vπn: 200475
20:09:09	 Tµi kho∂n: tkmoi1	 Nh©n vÀt: D–pŸLµo	 DWORD ID: -666879951	 C p: 126	 IP: 14.186.247.210 : 50198	 Xu: 34	 TÊng ti“n vπn: 0
20:09:10	 Tµi kho∂n: thanhtin	 Nh©n vÀt: MoonNg∏o	 DWORD ID: 26218531	 C p: 131	 IP: 171.252.155.13 : 17055	 Xu: 35	 TÊng ti“n vπn: 11009
20:09:25	 Tµi kho∂n: tkmoi9	 Nh©n vÀt: DaTauŸ2v	 DWORD ID: 558804307	 C p: 120	 IP: 14.186.247.210 : 50201	 Xu: 0	 TÊng ti“n vπn: 140000
20:09:40	 Tµi kho∂n: tkmoi10	 Nh©n vÀt: D∑ŸT»u	 DWORD ID: -61488338	 C p: 120	 IP: 14.186.247.210 : 50204	 Xu: 0	 TÊng ti“n vπn: 60000
20:09:54	 Tµi kho∂n: tkmoi10	 Nh©n vÀt: D∑ŸT»u	 DWORD ID: -61488338	 C p: 120	 IP: 14.186.247.210 : 50207	 Xu: 0	 TÊng ti“n vπn: 60000
20:10:04	 Tµi kho∂n: tkmoi11	 Nh©n vÀt: DaŸTau	 DWORD ID: -1012230361	 C p: 120	 IP: 14.186.247.210 : 50210	 Xu: 0	 TÊng ti“n vπn: 60000
20:10:07	 Tµi kho∂n: thanhphat1	 Nh©n vÀt: MÌiŸCh¨i	 DWORD ID: -1858698467	 C p: 120	 IP: 125.235.209.178 : 46252	 Xu: 7	 TÊng ti“n vπn: 124606
20:10:23	 Tµi kho∂n: tkmoi12	 Nh©n vÀt: Kh∏ngŸH·a	 DWORD ID: -2147030734	 C p: 122	 IP: 14.186.247.210 : 50212	 Xu: 19	 TÊng ti“n vπn: 0
20:10:50	 Tµi kho∂n: banhang	 Nh©n vÀt: DTŸTrÔm	 DWORD ID: 2100735366	 C p: 120	 IP: 125.235.209.178 : 57777	 Xu: 0	 TÊng ti“n vπn: 60000
20:11:04	 Tµi kho∂n: trungtruc	 Nh©n vÀt: Th«nŸS–t	 DWORD ID: 1654724532	 C p: 134	 IP: 115.77.33.190 : 55654	 Xu: 2080	 TÊng ti“n vπn: 564436
20:11:09	 Tµi kho∂n: banhang1	 Nh©n vÀt: TDŸBom	 DWORD ID: -5876801	 C p: 120	 IP: 125.235.209.178 : 37917	 Xu: 0	 TÊng ti“n vπn: 90000
20:11:36	 Tµi kho∂n: tuladao1	 Nh©n vÀt: NMŸS∏t	 DWORD ID: -246063754	 C p: 121	 IP: 125.235.209.178 : 50661	 Xu: 1	 TÊng ti“n vπn: 120000
20:12:07	 Tµi kho∂n: tuladao2	 Nh©n vÀt: Mπizozzz	 DWORD ID: -1358339018	 C p: 128	 IP: 125.235.209.178 : 21242	 Xu: 20	 TÊng ti“n vπn: 117383
20:12:21	 Tµi kho∂n: krungthep001	 Nh©n vÀt: HocŸMon	 DWORD ID: 658974656	 C p: 125	 IP: 171.252.155.13 : 30475	 Xu: 65	 TÊng ti“n vπn: 76500
20:13:08	 Tµi kho∂n: anhthikchat2	 Nh©n vÀt: pethiktn	 DWORD ID: 2141095719	 C p: 125	 IP: 171.236.48.162 : 8686	 Xu: 61	 TÊng ti“n vπn: 7087
20:13:12	 Tµi kho∂n: xuxuxu	 Nh©n vÀt: T©mT©m	 DWORD ID: 466489163	 C p: 1	 IP: 1.52.53.37 : 7859	 Xu: 0	 TÊng ti“n vπn: 0
20:13:21	 Tµi kho∂n: anhthikchat2	 Nh©n vÀt: pethiktn	 DWORD ID: 2141095719	 C p: 125	 IP: 171.236.48.162 : 43239	 Xu: 61	 TÊng ti“n vπn: 7087
20:13:27	 Tµi kho∂n: xuxuxu	 Nh©n vÀt: T©mT©m	 DWORD ID: 466489163	 C p: 1	 IP: 1.52.53.37 : 30371	 Xu: 0	 TÊng ti“n vπn: 0
20:13:30	 Tµi kho∂n: lekhang96	 Nh©n vÀt: NhinConCac	 DWORD ID: -2120188578	 C p: 120	 IP: 171.239.220.166 : 56893	 Xu: 15	 TÊng ti“n vπn: 165205
20:13:34	 Tµi kho∂n: rimso2	 Nh©n vÀt: ïƒPh≠¨ngTrinh	 DWORD ID: 1905264885	 C p: 128	 IP: 115.77.51.178 : 49595	 Xu: 55	 TÊng ti“n vπn: 600
20:13:46	 Tµi kho∂n: tungprotid9999	 Nh©n vÀt: L∑ngƒKh∏ch	 DWORD ID: 141692921	 C p: 128	 IP: 113.178.100.194 : 51727	 Xu: 92	 TÊng ti“n vπn: 0
20:13:54	 Tµi kho∂n: 0985651986	 Nh©n vÀt: 1Ph∏tN∏tB≠Ìm	 DWORD ID: -1834305076	 C p: 125	 IP: 1.55.203.238 : 53617	 Xu: 63	 TÊng ti“n vπn: 502862
20:14:36	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 134	 IP: 1.52.53.37 : 59286	 Xu: 2180	 TÊng ti“n vπn: 199997
20:15:40	 Tµi kho∂n: samkul2	 Nh©n vÀt: 5DOCDOC	 DWORD ID: -2085910917	 C p: 125	 IP: 115.76.54.208 : 16599	 Xu: 20	 TÊng ti“n vπn: 95992
20:15:52	 Tµi kho∂n: rimso3	 Nh©n vÀt: ïƒPhÛGia	 DWORD ID: 301748481	 C p: 120	 IP: 115.77.51.178 : 62218	 Xu: 0	 TÊng ti“n vπn: 63969
20:15:57	 Tµi kho∂n: nguyenson11	 Nh©n vÀt: nguyenson11	 DWORD ID: 89444689	 C p: 128	 IP: 118.69.89.111 : 56050	 Xu: 5	 TÊng ti“n vπn: 56800
20:16:15	 Tµi kho∂n: anhthikchat2	 Nh©n vÀt: pethiktn	 DWORD ID: 2141095719	 C p: 125	 IP: 171.236.48.162 : 18037	 Xu: 61	 TÊng ti“n vπn: 7087
20:16:30	 Tµi kho∂n: hangrong1	 Nh©n vÀt: TatŸCaŸ2v	 DWORD ID: 1062525045	 C p: 120	 IP: 14.186.247.210 : 50243	 Xu: 0	 TÊng ti“n vπn: 301000
20:16:31	 Tµi kho∂n: tructe92	 Nh©n vÀt: =Thien_Hoa=	 DWORD ID: 614603354	 C p: 120	 IP: 14.184.39.8 : 56255	 Xu: 0	 TÊng ti“n vπn: 18170
20:16:41	 Tµi kho∂n: cbcui55	 Nh©n vÀt: DameŸB–ŸBoss	 DWORD ID: 1136926319	 C p: 125	 IP: 115.76.54.208 : 64043	 Xu: 2595	 TÊng ti“n vπn: 0
20:16:47	 Tµi kho∂n: hangrong2	 Nh©n vÀt: aczxcvdfz	 DWORD ID: -1692111517	 C p: 120	 IP: 14.186.247.210 : 50246	 Xu: 0	 TÊng ti“n vπn: 221000
20:17:05	 Tµi kho∂n: hangrong2	 Nh©n vÀt: aczxcvdfz	 DWORD ID: -1692111517	 C p: 120	 IP: 14.186.247.210 : 50250	 Xu: 0	 TÊng ti“n vπn: 221000
20:17:15	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 134	 IP: 1.52.53.37 : 59286	 Xu: 0	 TÊng ti“n vπn: 0
20:17:54	 Tµi kho∂n: xuxuxu	 Nh©n vÀt: T©mT©m	 DWORD ID: 466489163	 C p: 1	 IP: 1.52.53.37 : 18330	 Xu: 0	 TÊng ti“n vπn: 0
20:17:57	 Tµi kho∂n: 0985651986	 Nh©n vÀt: 1Ph∏tN∏tB≠Ìm	 DWORD ID: -1834305076	 C p: 125	 IP: 1.55.203.238 : 54478	 Xu: 63	 TÊng ti“n vπn: 7556
20:18:03	 Tµi kho∂n: rimso6	 Nh©n vÀt: ïƒLeTrinh	 DWORD ID: 1040463303	 C p: 1	 IP: 115.77.51.178 : 51732	 Xu: 0	 TÊng ti“n vπn: 0
20:18:37	 Tµi kho∂n: aipcorp8	 Nh©n vÀt: H∂iŸChi	 DWORD ID: 229246519	 C p: 128	 IP: 14.248.85.69 : 49526	 Xu: 0	 TÊng ti“n vπn: 1798
20:19:41	 Tµi kho∂n: rimso6	 Nh©n vÀt: 66666666	 DWORD ID: 721753920	 C p: 121	 IP: 115.77.51.178 : 64115	 Xu: 0	 TÊng ti“n vπn: 89653
20:19:44	 Tµi kho∂n: rimso6	 Nh©n vÀt: ïƒLeTrinh	 DWORD ID: 1040463303	 C p: 120	 IP: 115.77.51.178 : 64117	 Xu: 0	 TÊng ti“n vπn: 1000
20:20:00	 Tµi kho∂n: wangbugi3	 Nh©n vÀt: Omachi	 DWORD ID: -212238047	 C p: 120	 IP: 42.118.96.157 : 52553	 Xu: 0	 TÊng ti“n vπn: 100000
20:20:27	 Tµi kho∂n: wangbugi3	 Nh©n vÀt: Omachi	 DWORD ID: -212238047	 C p: 120	 IP: 42.118.96.157 : 60830	 Xu: 0	 TÊng ti“n vπn: 100000
20:20:45	 Tµi kho∂n: aipcorp	 Nh©n vÀt: HoµngŸThÔyŸChi	 DWORD ID: -2060615299	 C p: 134	 IP: 1.54.210.166 : 12524	 Xu: 0	 TÊng ti“n vπn: 289
20:21:34	 Tµi kho∂n: wangbugi4	 Nh©n vÀt: Kokomi	 DWORD ID: -917702336	 C p: 120	 IP: 42.118.96.157 : 27777	 Xu: 0	 TÊng ti“n vπn: 20000
20:21:52	 Tµi kho∂n: wangbugi5	 Nh©n vÀt: Miliket	 DWORD ID: -1202019832	 C p: 120	 IP: 42.118.96.157 : 33309	 Xu: 0	 TÊng ti“n vπn: 101000
20:22:50	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungRom	 DWORD ID: -645990752	 C p: 120	 IP: 171.239.220.166 : 56941	 Xu: 0	 TÊng ti“n vπn: 0
20:23:06	 Tµi kho∂n: lekhang92	 Nh©n vÀt: EmHoSamSung	 DWORD ID: -898460580	 C p: 128	 IP: 171.239.220.166 : 56945	 Xu: 40	 TÊng ti“n vπn: 24589
20:23:29	 Tµi kho∂n: lekhang96	 Nh©n vÀt: NhinConCac	 DWORD ID: -2120188578	 C p: 120	 IP: 171.239.220.166 : 56950	 Xu: 2	 TÊng ti“n vπn: 312890
20:23:37	 Tµi kho∂n: tructe92	 Nh©n vÀt: =Thien_Hoa=	 DWORD ID: 614603354	 C p: 120	 IP: 14.184.39.8 : 56275	 Xu: 0	 TÊng ti“n vπn: 19769
20:23:43	 Tµi kho∂n: hung0782	 Nh©n vÀt: ChﬁchDπo∞S≠Ka	 DWORD ID: -751753077	 C p: 136	 IP: 113.187.148.94 : 50480	 Xu: 12115	 TÊng ti“n vπn: 0
20:24:02	 Tµi kho∂n: mapmap5	 Nh©n vÀt: AssHole	 DWORD ID: -126370866	 C p: 125	 IP: 171.249.93.2 : 57328	 Xu: 0	 TÊng ti“n vπn: 254259
20:24:23	 Tµi kho∂n: shockuyou	 Nh©n vÀt: zzzCOPCONBABYz	 DWORD ID: 729653759	 C p: 1	 IP: 116.106.180.131 : 62530	 Xu: 0	 TÊng ti“n vπn: 0
20:24:40	 Tµi kho∂n: rimso1	 Nh©n vÀt: ïƒV´ÕT◊nh	 DWORD ID: -895054045	 C p: 138	 IP: 115.77.51.178 : 52242	 Xu: 275	 TÊng ti“n vπn: 0
20:24:55	 Tµi kho∂n: rimso1	 Nh©n vÀt: ïƒV´ÕT◊nh	 DWORD ID: -895054045	 C p: 138	 IP: 115.77.51.178 : 60097	 Xu: 275	 TÊng ti“n vπn: 0
20:25:03	 Tµi kho∂n: hungle	 Nh©n vÀt: Online	 DWORD ID: -211897970	 C p: 120	 IP: 171.235.44.3 : 51811	 Xu: 5	 TÊng ti“n vπn: 121386
20:25:09	 Tµi kho∂n: mapmap2	 Nh©n vÀt: BossTroc	 DWORD ID: 1468513021	 C p: 121	 IP: 171.249.93.2 : 57331	 Xu: 30	 TÊng ti“n vπn: 50877
20:25:12	 Tµi kho∂n: hung0781	 Nh©n vÀt: TrÔmŸBoss	 DWORD ID: -1770847454	 C p: 125	 IP: 113.187.148.94 : 50489	 Xu: 199160	 TÊng ti“n vπn: 1391
20:25:29	 Tµi kho∂n: hungle1	 Nh©n vÀt: DaTau1	 DWORD ID: -1052377760	 C p: 120	 IP: 171.235.44.3 : 51813	 Xu: 0	 TÊng ti“n vπn: 101000
20:25:51	 Tµi kho∂n: truongtien1991	 Nh©n vÀt: ForeverAlone@	 DWORD ID: 611820740	 C p: 130	 IP: 171.252.153.103 : 24633	 Xu: 845	 TÊng ti“n vπn: 55000
20:26:21	 Tµi kho∂n: hung0783	 Nh©n vÀt: TrumŸBuff	 DWORD ID: 237559875	 C p: 120	 IP: 113.187.148.94 : 50491	 Xu: 0	 TÊng ti“n vπn: 0
20:26:29	 Tµi kho∂n: mapmap5	 Nh©n vÀt: AssHole	 DWORD ID: -126370866	 C p: 125	 IP: 171.249.93.2 : 57336	 Xu: 0	 TÊng ti“n vπn: 254259
20:26:45	 Tµi kho∂n: pinphan1234	 Nh©n vÀt: Vip_khi	 DWORD ID: -550702966	 C p: 129	 IP: 14.186.109.219 : 39741	 Xu: 43	 TÊng ti“n vπn: 1951971
20:27:02	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungDam	 DWORD ID: -647614862	 C p: 120	 IP: 171.239.220.166 : 56971	 Xu: 0	 TÊng ti“n vπn: 0
20:27:23	 Tµi kho∂n: mylovelyok	 Nh©n vÀt: AVGôStark	 DWORD ID: -297231247	 C p: 127	 IP: 171.247.191.188 : 52052	 Xu: 130	 TÊng ti“n vπn: 0
20:27:40	 Tµi kho∂n: vank63	 Nh©n vÀt: KiemTien@	 DWORD ID: -794403709	 C p: 127	 IP: 14.184.39.8 : 56282	 Xu: 0	 TÊng ti“n vπn: 3397
20:27:43	 Tµi kho∂n: tructe92	 Nh©n vÀt: =Thien_Hoa=	 DWORD ID: 614603354	 C p: 120	 IP: 14.184.39.8 : 56284	 Xu: 0	 TÊng ti“n vπn: 21569
20:27:56	 Tµi kho∂n: lekhang96	 Nh©n vÀt: NhinConCac	 DWORD ID: -2120188578	 C p: 120	 IP: 171.239.220.166 : 56977	 Xu: 4	 TÊng ti“n vπn: 356184
20:28:03	 Tµi kho∂n: tkmoi6	 Nh©n vÀt: CayTienVan	 DWORD ID: 1913290082	 C p: 125	 IP: 14.186.247.210 : 50561	 Xu: 0	 TÊng ti“n vπn: 599
20:28:04	 Tµi kho∂n: leanhdung3003	 Nh©n vÀt: LeoNesa	 DWORD ID: -1541172349	 C p: 126	 IP: 222.252.237.81 : 60871	 Xu: 10	 TÊng ti“n vπn: 22492
20:28:13	 Tµi kho∂n: datau1	 Nh©n vÀt: D∑T…u1	 DWORD ID: -497998476	 C p: 120	 IP: 171.235.191.174 : 62582	 Xu: 0	 TÊng ti“n vπn: 180000
20:28:23	 Tµi kho∂n: datau2	 Nh©n vÀt: dataauuu	 DWORD ID: -1539537862	 C p: 120	 IP: 171.235.191.174 : 62585	 Xu: 0	 TÊng ti“n vπn: 180000
20:28:28	 Tµi kho∂n: trinhdinhquoc2	 Nh©n vÀt: LeeSin	 DWORD ID: -859832511	 C p: 130	 IP: 171.250.161.59 : 16387	 Xu: 2305	 TÊng ti“n vπn: 7987
20:28:38	 Tµi kho∂n: pnghi2015	 Nh©n vÀt: TinhKa	 DWORD ID: -79160288	 C p: 128	 IP: 171.236.48.30 : 44393	 Xu: 0	 TÊng ti“n vπn: 106512
20:28:38	 Tµi kho∂n: datau3	 Nh©n vÀt: IIIIIII	 DWORD ID: -1438099468	 C p: 125	 IP: 171.235.191.174 : 62589	 Xu: 0	 TÊng ti“n vπn: 800
20:28:56	 Tµi kho∂n: rimso6	 Nh©n vÀt: ïƒLeTrinh	 DWORD ID: 1040463303	 C p: 120	 IP: 115.77.51.178 : 57929	 Xu: 0	 TÊng ti“n vπn: 999
20:29:01	 Tµi kho∂n: pnghi2016	 Nh©n vÀt: LinhKa	 DWORD ID: -808609496	 C p: 127	 IP: 171.236.48.30 : 45377	 Xu: 0	 TÊng ti“n vπn: 119502
20:29:14	 Tµi kho∂n: vank92	 Nh©n vÀt: =Van_Monkey=	 DWORD ID: 187118242	 C p: 125	 IP: 14.184.39.8 : 56287	 Xu: 133	 TÊng ti“n vπn: 439547
20:29:24	 Tµi kho∂n: pnghi2017	 Nh©n vÀt: DungKaa	 DWORD ID: -1163803512	 C p: 126	 IP: 171.236.48.30 : 43797	 Xu: 0	 TÊng ti“n vπn: 36546
20:31:08	 Tµi kho∂n: thickandonhp123	 Nh©n vÀt: RongBay	 DWORD ID: 1390359763	 C p: 121	 IP: 171.252.154.202 : 5290	 Xu: 0	 TÊng ti“n vπn: 31796
20:31:37	 Tµi kho∂n: pinphan1234	 Nh©n vÀt: Vip_khi	 DWORD ID: -550702966	 C p: 129	 IP: 14.186.109.219 : 39747	 Xu: 43	 TÊng ti“n vπn: 1951971
20:32:05	 Tµi kho∂n: mapmap6	 Nh©n vÀt: buffbuff	 DWORD ID: -197256741	 C p: 120	 IP: 171.249.93.2 : 55767	 Xu: 0	 TÊng ti“n vπn: 0
20:32:14	 Tµi kho∂n: congdanhty1982	 Nh©n vÀt: vodangkiem	 DWORD ID: 1348226543	 C p: 1	 IP: 14.187.64.212 : 49182	 Xu: 0	 TÊng ti“n vπn: 0
20:32:20	 Tµi kho∂n: mapmap4	 Nh©n vÀt: PussyCat	 DWORD ID: -871367192	 C p: 120	 IP: 171.249.93.2 : 55770	 Xu: 0	 TÊng ti“n vπn: 0
20:32:34	 Tµi kho∂n: lekhang95	 Nh©n vÀt: AnhHungDam	 DWORD ID: -647614862	 C p: 120	 IP: 171.239.220.166 : 57002	 Xu: 0	 TÊng ti“n vπn: 0
20:32:48	 Tµi kho∂n: lekhang92	 Nh©n vÀt: EmHoSamSung	 DWORD ID: -898460580	 C p: 128	 IP: 171.239.220.166 : 57006	 Xu: 30	 TÊng ti“n vπn: 24589
20:32:59	 Tµi kho∂n: mapmap4	 Nh©n vÀt: PussyCat	 DWORD ID: -871367192	 C p: 120	 IP: 171.249.93.2 : 58779	 Xu: 0	 TÊng ti“n vπn: 0
20:33:10	 Tµi kho∂n: lekhang92	 Nh©n vÀt: NgaMyVip	 DWORD ID: 412382314	 C p: 120	 IP: 171.239.220.166 : 57010	 Xu: 30	 TÊng ti“n vπn: 0
20:33:26	 Tµi kho∂n: lekhang92	 Nh©n vÀt: NgaMyVip	 DWORD ID: 412382314	 C p: 120	 IP: 171.239.220.166 : 57014	 Xu: 30	 TÊng ti“n vπn: 0
20:33:34	 Tµi kho∂n: lekhang96	 Nh©n vÀt: NhinConCac	 DWORD ID: -2120188578	 C p: 120	 IP: 171.239.220.166 : 57016	 Xu: 5	 TÊng ti“n vπn: 375634
20:34:19	 Tµi kho∂n: conghung2	 Nh©n vÀt: Cayqua	 DWORD ID: -1061313282	 C p: 122	 IP: 171.235.44.3 : 51819	 Xu: 0	 TÊng ti“n vπn: 0
20:34:21	 Tµi kho∂n: shockuyou	 Nh©n vÀt: zzzCOPCONBABYz	 DWORD ID: 729653759	 C p: 120	 IP: 116.106.180.131 : 62666	 Xu: 0	 TÊng ti“n vπn: 1800
20:35:05	 Tµi kho∂n: rimso1	 Nh©n vÀt: ïƒV´ÕT◊nh	 DWORD ID: -895054045	 C p: 138	 IP: 115.77.51.178 : 52638	 Xu: 275	 TÊng ti“n vπn: 0
20:36:32	 Tµi kho∂n: phongw	 Nh©n vÀt: CÔiBæpC¯cHeo	 DWORD ID: -1957471495	 C p: 1	 IP: 113.169.9.78 : 51393	 Xu: 0	 TÊng ti“n vπn: 0
20:37:56	 Tµi kho∂n: mylovelyok002	 Nh©n vÀt: CaycmnTien2	 DWORD ID: 301554949	 C p: 123	 IP: 171.247.191.188 : 61666	 Xu: 28	 TÊng ti“n vπn: 599
20:39:51	 Tµi kho∂n: mapmap5	 Nh©n vÀt: AssHole	 DWORD ID: -126370866	 C p: 125	 IP: 171.249.93.2 : 56206	 Xu: 4	 TÊng ti“n vπn: 223862
20:40:16	 Tµi kho∂n: pinphan1234	 Nh©n vÀt: Vip_khi	 DWORD ID: -550702966	 C p: 129	 IP: 14.186.109.219 : 39759	 Xu: 43	 TÊng ti“n vπn: 1951971
20:40:59	 Tµi kho∂n: rimso3	 Nh©n vÀt: CayTien333	 DWORD ID: 1919232762	 C p: 124	 IP: 115.77.51.178 : 56346	 Xu: 0	 TÊng ti“n vπn: 0
20:41:08	 Tµi kho∂n: rimso5	 Nh©n vÀt: CayTien555	 DWORD ID: 1919158792	 C p: 122	 IP: 115.77.51.178 : 64617	 Xu: 49	 TÊng ti“n vπn: 3398
20:41:20	 Tµi kho∂n: caykv1	 Nh©n vÀt: XeŸ´mŸ1	 DWORD ID: -1588352151	 C p: 120	 IP: 222.255.113.183 : 56342	 Xu: 0	 TÊng ti“n vπn: 2995
20:41:20	 Tµi kho∂n: 0985651986	 Nh©n vÀt: 1Ph∏tN∏tB≠Ìm	 DWORD ID: -1834305076	 C p: 125	 IP: 1.55.203.238 : 54480	 Xu: 63	 TÊng ti“n vπn: 7555
20:41:23	 Tµi kho∂n: phapqn12	 Nh©n vÀt: VDDang	 DWORD ID: -533316747	 C p: 129	 IP: 118.69.109.66 : 35618	 Xu: 585	 TÊng ti“n vπn: 0
20:41:58	 Tµi kho∂n: truongtien1991	 Nh©n vÀt: ForeverAlone@	 DWORD ID: 611820740	 C p: 130	 IP: 171.252.153.103 : 49316	 Xu: 845	 TÊng ti“n vπn: 54996
20:42:10	 Tµi kho∂n: galuot0	 Nh©n vÀt: TruongŸTamŸPho	 DWORD ID: 31381425	 C p: 132	 IP: 14.250.255.250 : 39681	 Xu: 30	 TÊng ti“n vπn: 161670
20:42:11	 Tµi kho∂n: samkul3	 Nh©n vÀt: NaMiLux	 DWORD ID: -1863583757	 C p: 126	 IP: 115.76.54.208 : 19201	 Xu: 5	 TÊng ti“n vπn: 286853
20:42:23	 Tµi kho∂n: samkul4	 Nh©n vÀt: Sakura	 DWORD ID: -76788843	 C p: 123	 IP: 115.76.54.208 : 51076	 Xu: 0	 TÊng ti“n vπn: 117397
