????	???????¨¤	?????¨¤¡À?	??????????	?????????¡Â??	?¨ª??	????	???¡Â??¡Á?	?¨º???¨¤¡À?	Level	
§Ëu Xanh	4	353	\spr\item\newyear2008\lvdou.spr	330	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh ch­ng th¬m ngon.<enter><color=blue>H¹n sö dông: 17:00 ngµy 31-03-2021<color>	1	1	
ThŞt Heo	4	354	\spr\item\newyear2008\zhurou.spr	330	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh ch­ng th¬m ngon.<enter><color=blue>H¹n sö dông: 17:00 ngµy 31-03-2021<color>	1	1	
Huy Ch­¬ng ChiÕn Th¾ng	4	355	\spr\item\vietnam\guoqing_huizhang.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
ChiÕc Mò ChiÕn SÜ	4	356	\spr\304\chiec-mu-chien-si.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
§«i Giµy Bé §éi	4	357	\spr\304\doi-giay-bo-doi.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
TÊm ¸o ChiÕn SÜ	4	358	\spr\item\script\jiefang_jieri\201004\zhanshiyi.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
ChiÕc vâng Tr­êng S¬n	4	359	\spr\item\script\jiefang_jieri\201004\changshandiaochuang.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
Ba l« Con Cãc	4	360	\spr\304\ba-lo-con-coc.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
Tói Dông Cô	4	361	\spr\item\christmas2009\shengdanlibao.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
Huy Ch­¬ng ChiÕn C«ng	4	362	\spr\item\script\zhongqiu_jieri\zhangonghuizhang.spr	330	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
Danh Väng §an	4	363	\spr\item\script\zhongqiu_jieri\longzhu0.spr	330	1	1	Nguyªn liÖu C­êng Hãa An Bang	0	1	
xxxxxxxxxxxxxxx	4	364	\spr\item\citydefence\bigfragment.spr	330	6	5	Gióp c¸c b¹n trë vÒ thµnh nhanh chèng <enter>NhÊp chuét ph¶I ®Ó sö dông	0	1	
R­¬ng Hoµng Kim	4	365	\spr\item\script\item_goldenbox.spr	367	2	2	Më ra nhËn ®­îc 1 Hoµng Kim M«n Ph¸I ngÉu nhiªn	0	1	
R­¬ng B¹ch Kim	4	366	\spr\item\script\item_silverbox.spr	367	2	2	Më ra nhËn ®­îc 1 Hoµng Kim M«n Ph¸I ngÉu nhiªn theo M«n Ph¸i hiÖn t¹i	0	1	
M·nh R­¬ng Hoµng Kim 1	4	367	\spr\item\script\item_huangjintupu.spr	330	1	1	Thu thËp ®ñ 5 M·nh cã thÓ ghĞp thµnh <color=yellow>R­¬ng Hoµng Kim<color><enter>ChÕ t¹o t¹i: <color=green>Thî RÌn<color>	0	1	
M·nh R­¬ng Hoµng Kim 2	4	368	\spr\item\script\item_huangjintupu.spr	330	1	1	Thu thËp ®ñ 5 M·nh cã thÓ ghĞp thµnh <color=yellow>R­¬ng Hoµng Kim<color><enter>ChÕ t¹o t¹i: <color=green>Thî RÌn<color>	0	1	
M·nh R­¬ng Hoµng Kim 3	4	369	\spr\item\script\item_huangjintupu.spr	330	1	1	Thu thËp ®ñ 5 M·nh cã thÓ ghĞp thµnh <color=yellow>R­¬ng Hoµng Kim<color><enter>ChÕ t¹o t¹i: <color=green>Thî RÌn<color>	0	1	
M·nh R­¬ng Hoµng Kim 4	4	370	\spr\item\script\item_huangjintupu.spr	330	1	1	Thu thËp ®ñ 5 M·nh cã thÓ ghĞp thµnh <color=yellow>R­¬ng Hoµng Kim<color><enter>ChÕ t¹o t¹i: <color=green>Thî RÌn<color>	0	1	
M·nh R­¬ng Hoµng Kim 5	4	371	\spr\item\script\item_huangjintupu.spr	330	1	1	Thu thËp ®ñ 5 M·nh cã thÓ ghĞp thµnh <color=yellow>R­¬ng Hoµng Kim<color><enter>ChÕ t¹o t¹i: <color=green>Thî RÌn<color>	0	1	
Cuén V¶i	4	372	"\spr\item\event\toavan,spr"	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
Cuén V¶i H¶o H¹ng	4	373	\spr\item\script\jiefang_jieri\201004\shangpinbujuan.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
Cuén V¶i Th­îng H¹ng	4	374	\spr\item\script\jiefang_jieri\201004\jipinbujuan.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng	1	1	
Nãn Gi¸ng Sinh	4	375	\spr\item\christmas2006\xmascap.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2016<color>	1	1	
Kh¨n Choµng Xanh	4	376	\spr\item\christmas2006\greenscarf.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2016<color>	1	1	
Kh¨n Choµng §á	4	377	\spr\item\christmas2006\redscarf.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2016<color>	1	1	
C©y Th«ng	4	378	\spr\item\christmas2006\xmastree.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2016<color>	1	1	
Ng­êi TuyÕt Kh¨n Xanh	4	379	\spr\item\christmas2006\snowman_greenscarf.spr	461	1	1	NhÊp chuét ph¶i ®Ó nhËn ®­îc kinh nghiÖm.<enter>H¹n sö dông: <color=red>31/12/2016<color>	1	1	
Ng­êi TuyÕt Kh¨n §á	4	380	\spr\item\christmas2006\snowman_redscarf.spr	461	1	1	NhÊp chuét ph¶i ®Ó nhËn ®­îc kinh nghiÖm.<enter>H¹n sö dông: <color=red>31/12/2016<color>	1	1	
Ng­êi TuyÕt Th­êng	4	381	\spr\item\christmas2006\snowman_normal.spr	461	1	1	NhÊp chuét ph¶i ®Ó nhËn ®­îc kinh nghiÖm.<enter>H¹n sö dông: <color=red>31/12/2016<color>	1	1	
B¸nh Kem Gi¸ng Sinh	4	382	\spr\item\christmas2006\xmascake.spr	459	1	1	NhÊp chuét ph¶i ®Ó nhËn ®­îc kinh nghiÖm.<enter>H¹n sö dông: <color=red>31/12/2016<color>	1	1	
M·nh Vò Khİ Hoµng Kim (1/6)	4	383	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Vò Khİ Hoµng Kim (2/6)	4	384	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Vò Khİ Hoµng Kim (3/6)	4	385	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Vò Khİ Hoµng Kim (4/6)	4	386	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Vò Khİ Hoµng Kim (5/6)	4	387	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Vò Khİ Hoµng Kim (6/6)	4	388	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Nãn Hoµng Kim (1/6)	4	389	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Nãn Hoµng Kim (2/6)	4	390	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Nãn Hoµng Kim (3/6)	4	391	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Nãn Hoµng Kim (4/6)	4	392	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Nãn Hoµng Kim (5/6)	4	393	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh Nãn Hoµng Kim (6/6)	4	394	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh ¸o Hoµng Kim (1/6)	4	395	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh ¸o Hoµng Kim (2/6)	4	396	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh ¸o Hoµng Kim (3/6)	4	397	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh ¸o Hoµng Kim (4/6)	4	398	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh ¸o Hoµng Kim (5/6)	4	399	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
M·nh ¸o Hoµng Kim (6/6)	4	400	\spr\item\citydefence\bigfragment.spr	330	1	1	ChØ cÇn thu thËp ®ñ 6 m·nh kÕt hîp cïng §å Phæ Hoµng Kim sÏ t¹o ra 1 trang bŞ Hoµng Kim theo ı muèn	0	1	
LÖnh Bµi x2 Kinh NghiÖm	4	401	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Sö dông nhËn ®­îc thªm 1 giê nh©n ®«I kinh nghiÖm cho tÊt c¶ thµnh viªn bang héi	0	1	
LÖnh Bµi §æi Mµu	4	402	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Sö dông ®Ó ®æi mµu tÊt c¶ thµnh viªn bang héi<enter><color=red>Trõ nh÷ng thµnh viªn cã nhãm<color>	0	1	
LÖnh Bµi Gi¶m PK	4	403	\spr\item\vietnam\tiaozhanling.spr	333	1	1	Sö dông ®Ó gi¶m 1 ®iÓm PK cho tÊt c¶ thµnh viªn bang héi	0	1	
LÖnh Bµi TriÖu TËp	4	404	\spr\item\vietnam\tiaozhanling.spr	333	1	1	"Sö dông ®Ó triÖu tËp tÊt c¶ thµnh viªn ë L·nh §Şa Bang.<enter><color=red>ChØ sö dông ë b¶n ®å ngoµi th«n lµng, thµnh thŞ, khu vùc luyÖn c«ng"	0	1	
Hoµng Kim S¸t (®¹i)	4	405	\spr\item\questkey\obj_item_herokey3.spr	385	1	1	Sö dông ë b¶n ®å luyÖn c«ng. T¹o ra 1 Boss Hoµng Kim	0	1	
Bİ Kİp Th¨ng CÊp An Bang 1	4	406	\spr\item\questkey\obj_item_lection.spr	341	1	1	Dïng ®Ó th¨ng cÊp trang bŞ An Bang. X¸c suÊt thµnh c«ng: 5%	0	1	
Bİ Kİp Th¨ng CÊp An Bang 2	4	407	\spr\item\questkey\obj_item_lection.spr	341	1	1	Dïng ®Ó th¨ng cÊp trang bŞ An Bang. X¸c suÊt thµnh c«ng: 10%	0	1	
Bİ Kİp Th¨ng CÊp An Bang 3	4	408	\spr\item\questkey\obj_item_lection.spr	341	1	1	Dïng ®Ó th¨ng cÊp trang bŞ An Bang. X¸c suÊt thµnh c«ng: 15%	0	1	
Bİ Kİp Th¨ng CÊp Trang BŞ	4	409	\spr\item\questkey\obj_item_lection.spr	341	1	1	Mang trong hµnh trang khi th¨ng cÊp trang bŞ xanh sÏ t¨ng thªm 30% x¸c suÊt thµnh c«ng.	0	1	
Tu LuyÖn §an	4	410	\spr\item\medecine\tianshanyulu.spr	41	1	1	T¨ng 3 lÇn kinh nghiÖm khi ®¸nh qu¸i trong 2 giê. Sö dông ®ång thêi víi Tiªn Th¶o Lé ®Ó t¨ng 6 lÇn kinh nghiÖm	0	1	7200000
M·nh VIP	4	411	\spr\item\citydefence\bigfragment.spr	330	1	1	Thu thËp thËt nhiÒu M·nh VIP ®Ó ®æi B«n Tiªu t¹i NPC Thî RÌn	1	1	
R­¬ng Ng©n L­îng	4	412	\spr\item\script\yunyoulihe.spr	367	1	1	Sö dông ®Ó nhËn ®­îc 10 - 250 v¹n l­îng	1	1	
Håi Thiªn T¸i T¹o LÔ Bao	4	413	\spr\item\twzhuanyun\zhuanyunbao_small.spr	41	1	1	Më ra nhËn ®­îc 20 b×nh Håi Thiªn T¸i T¹o §¬n	0	1	
Ngäc C­êng Hãa	4	414	\spr\item\questkey\nanmingzhijing.spr	41	1	1	Dïng ®Ó c­êng hãa Trang BŞ Xanh	0	1	
§¸ T¸i T¹o	4	415	\spr\item\questkey\taskobj026.spr	41	1	1	Dïng ®Ó t¹i t¹o l¹i dßng ®­îc C­êng Hãa	0	1	
Hoa TuyÕt	4	416	\spr\item\christmas2006\snowflake.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2017<color>	1	1	
Cµ Rèt	4	417	\spr\item\christmas2006\carrot.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2017<color>	1	1	
Cµnh Th«ng	4	418	\spr\item\christmas2006\xmasbranch.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2017<color>	1	1	
Nãn Gi¸ng Sinh	4	419	\spr\item\christmas2006\xmascap.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2017<color>	1	1	
Kh¨n Choµng Xanh	4	420	\spr\item\christmas2006\greenscarf.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2017<color>	1	1	
Kh¨n Choµng §á	4	421	\spr\item\christmas2006\redscarf.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2017<color>	1	1	
C©y Th«ng	4	422	\spr\item\christmas2006\xmastree.spr	41	1	1	Nguyªn liÖu trong sù kiÖn <color=red>Gi¸ng Sinh 2017<color>	1	1	
Ng­êi TuyÕt Kh¨n Xanh	4	423	\spr\item\christmas2006\snowman_greenscarf.spr	461	1	1	NhÊp chuét ph¶i ®Ó nhËn ®­îc kinh nghiÖm.<enter>H¹n sö dông: <color=red>31/12/2017<color>	1	1	
Ng­êi TuyÕt Kh¨n §á	4	424	\spr\item\christmas2006\snowman_redscarf.spr	461	1	1	NhÊp chuét ph¶i ®Ó nhËn ®­îc kinh nghiÖm.<enter>H¹n sö dông: <color=red>31/12/2017<color>	1	1	
Ng­êi TuyÕt Th­êng	4	425	\spr\item\christmas2006\snowman_normal.spr	461	1	1	NhÊp chuét ph¶i ®Ó nhËn ®­îc kinh nghiÖm.<enter>H¹n sö dông: <color=red>31/12/2017<color>	1	1	
Méng Long Kim Ti Chİnh Hång Cµ Sa 	4	426	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Méng Long HuyÒn Ti Ph¸t §¸i	4	427	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Méng Long Chİnh Hång T¨ng M·o 	4	428	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Méng Long PhËt Ph¸p HuyÒn Béi 	4	429	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Méng Long §¹t Ma T¨ng Hµi 	4	430	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tø Kh«ng Tö Kim Cµ Sa 	4	431	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tø Kh«ng Hé Ph¸p Yªu §¸i	4	432	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tø Kh«ng NhuyÔn B× Hé UyÓn 	4	433	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tø Kh«ng Giíi LuËt Ph¸p Giíi 	4	434	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Tø Kh«ng Gi¸ng Ma Giíi §ao 	4	435	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Phôc Ma HuyÒn Hoµng Cµ Sa 	4	436	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Phôc Ma ¤ Kim NhuyÔn §iÒu 	4	437	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Phôc Ma PhËt T©m NhuyÔn KhÊu 	4	438	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Phôc Ma Phç §é T¨ng Hµi	4	439	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Phôc Ma Tö Kim C«n 	4	440	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶I 	4	441	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
KÕ NghiÖp B¹ch Hæ V« Song KhÊu 	4	442	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
KÕ NghiÖp Háa V©n Kú L©n Thñ 	4	443	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
KÕ NghiÖp B«n L«i Toµn Long Th­¬ng 	4	444	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa 	4	445	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
H¸m Thiªn Vò ThÇn T­îng Kim Gi¸p 	4	446	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
H¸m Thiªn Uy Vò Thóc Yªu §¸i	4	447	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
H¸m Thiªn Hæ §Çu KhÊn Thóc UyÓn 	4	448	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
H¸m Thiªn Thõa Long ChiÕn Ngoa 	4	449	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
H¸m Thiªn Kim Hoµn §¹i Nh·n ThÇn Chïy 	4	450	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ngù Long Thiªn M«n Thóc Yªu Hoµn 	4	451	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ngù Long ChiÕn ThÇn Phi Qu¶i Gi¸p 	4	452	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ngù Long TuyÖt MÖnh ChØ Hoµn 	4	453	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ngù Long L­îng Ng©n B¶o §ao 	4	454	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Ngù Long TÊn Phong Hé UyÓn 	4	455	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
B¨ng Hµn HuyÒn Y  Thóc Gi¸p 	4	456	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
B¨ng Hµn T©m TiÔn Yªu KhÊu 	4	457	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi 	4	458	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
B¨ng Hµn NguyÖt ¶nh Ngoa 	4	459	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
B¨ng Hµn §¬n ChØ Phi §ao 	4	460	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S©m Hoµng Kim TiÒn Liªn Hoµn Gi¸p 	4	461	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S©m Hoµng Hån Gi¶o Yªu Thóc 	4	462	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S©m Hoµng HuyÒn ThiÕt T­¬ng Ngäc Béi 	4	463	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S©m Hoµng Tinh VÉn Phi Lı 	4	464	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
S©m Hoµng Phi Tinh §o¹t Hån 	4	465	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Thiªn Quang S©m La Thóc §¸i 	4	466	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Thiªn Quang §Şnh T©m Ng­ng ThÇn Phï 	4	467	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c 	4	468	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Thiªn Quang Thóc Thiªn Ph­îc §Şa Hoµn 	4	469	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
Thiªn Quang Hoa Vò M·n Thiªn 	4	470	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şa Ph¸ch H¾c DiÖm Xung Thiªn Liªn 	4	471	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şa Ph¸ch KhÊu T©m Tr¹c 	4	472	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şa Ph¸ch Ngò Hµnh Liªn Hoµn Qu¸n 	4	473	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şa Ph¸ch Tİch LŞch L«i Háa Giíi 	4	474	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
§Şa Ph¸ch §Şa Hµnh Thiªn Lı Ngoa 	4	475	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
U Lung Xİch YÕt MËt Trang 	4	476	\spr\item\script\item_huangjintupu.spr	330	1	1	Nguyªn liÖu chÕ t¹o trang bŞ Hoµng Kim M«n Ph¸i	1	1	
