[2018/08/17 17:08:25] 5176492 -- Subscribe Channel: 000001D2 by (674110AC,00000399)
[2018/08/17 17:29:07] 5185466 -- Subscribe Channel: 0000003F by (674110AC,00000404)
[2018/08/17 17:29:07] 5185467 -- try reclient: db - 172.16.65.103
[2018/08/17 17:29:07] 5185468 -- player logout: lhmnlv2
[2018/08/17 17:29:07] 5185469 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:29:10] 5185470 -- player logout: lhmnlv1
[2018/08/17 17:29:10] 5185471 -- Query ChannelID: \T69 from (674110AC, 000004B5)
[2018/08/17 17:29:10] 5185472 -- Subscribe Channel: 00000187 by (674110AC,000004B5)
[2018/08/17 17:29:10] 5185473 -- player logout: lhmnlv3
[2018/08/17 17:29:10] 5185474 -- player logout: lhmnlv4
[2018/08/17 17:29:13] 5185475 -- player logout: khauyen2
[2018/08/17 17:29:13] 5185476 -- Unsubscribe Channel: 0000033A by (674110AC,00000167)
[2018/08/17 17:29:13] 5185477 -- Query ChannelID: \T60 from (674110AC, 00000167)
[2018/08/17 17:29:13] 5185478 -- Subscribe Channel: 00000343 by (674110AC,00000167)
[2018/08/17 17:29:16] 5185479 -- player logout: tiepcon11
[2018/08/17 17:29:16] 5185480 -- Query ChannelID: \T44 from (674110AC, 00000389)
[2018/08/17 17:29:16] 5185481 -- Query ChannelID: \T44 from (674110AC, 00000389)
[2018/08/17 17:29:16] 5185482 -- Query ChannelID: \T44 from (674110AC, 00000389)
[2018/08/17 17:29:16] 5185483 -- Query ChannelID: \T44 from (674110AC, 00000389)
[2018/08/17 17:29:16] 5185484 -- Subscribe Channel: 00000271 by (674110AC,00000389)
[2018/08/17 17:29:16] 5185485 -- Subscribe Channel: 00000271 by (674110AC,00000389)
[2018/08/17 17:29:16] 5185486 -- Subscribe Channel: 00000271 by (674110AC,00000389)
[2018/08/17 17:29:16] 5185487 -- Subscribe Channel: 00000271 by (674110AC,00000389)
[2018/08/17 17:29:19] 5185488 -- player login: tiepcon11 [k14______] (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185489 -- Query ChannelID: \S from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185490 -- Query ChannelID: 世界 from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185491 -- Query ChannelID: \F2 from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185492 -- Query ChannelID: GM from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185493 -- Query ChannelID: \B from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185494 -- sync friend list: k14______ (full)
[2018/08/17 17:29:19] 5185495 -- Query ChannelID: \S from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185496 -- Query ChannelID: 世界 from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185497 -- Query ChannelID: \F2 from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185498 -- Query ChannelID: GM from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185499 -- Query ChannelID: \B from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185500 -- Query ChannelID: \S from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185501 -- Query ChannelID: 世界 from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185502 -- Query ChannelID: \F2 from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185503 -- Query ChannelID: GM from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185504 -- Query ChannelID: \B from (674110AC, 000004B9)
[2018/08/17 17:29:19] 5185505 -- Subscribe Channel: 00000002 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185506 -- Subscribe Channel: 00000001 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185507 -- Subscribe Channel: 00000005 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185508 -- Subscribe Channel: GM <00000000> by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185509 -- Subscribe Channel: 00000004 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185510 -- Subscribe Channel: 00000002 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185511 -- Subscribe Channel: 00000001 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185512 -- Subscribe Channel: 00000005 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185513 -- Subscribe Channel: GM <00000000> by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185514 -- Subscribe Channel: 00000004 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185515 -- Subscribe Channel: 00000002 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185516 -- Subscribe Channel: 00000001 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185517 -- Subscribe Channel: 00000005 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185518 -- Subscribe Channel: GM <00000000> by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185519 -- Subscribe Channel: 00000004 by (674110AC,000004B9)
[2018/08/17 17:29:19] 5185520 -- player login: khauyen2 [C祔Ti襫Nu玦Con] (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185521 -- Query ChannelID: \S from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185522 -- Query ChannelID: 世界 from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185523 -- Query ChannelID: \F1 from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185524 -- Query ChannelID: GM from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185525 -- Query ChannelID: \B from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185526 -- sync friend list: C祔Ti襫Nu玦Con (full)
[2018/08/17 17:29:19] 5185527 -- Query ChannelID: \S from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185528 -- Query ChannelID: 世界 from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185529 -- Query ChannelID: \F1 from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185530 -- Query ChannelID: GM from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185531 -- Query ChannelID: \B from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185532 -- Query ChannelID: \S from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185533 -- Query ChannelID: 世界 from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185534 -- Query ChannelID: \F1 from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185535 -- Query ChannelID: GM from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185536 -- Query ChannelID: \B from (674110AC, 000004BA)
[2018/08/17 17:29:19] 5185537 -- Subscribe Channel: 00000002 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185538 -- Subscribe Channel: 00000001 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185539 -- Subscribe Channel: 00000009 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185540 -- Subscribe Channel: GM <00000000> by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185541 -- Subscribe Channel: 00000004 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185542 -- Subscribe Channel: 00000002 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185543 -- Subscribe Channel: 00000001 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185544 -- Subscribe Channel: 00000009 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185545 -- Subscribe Channel: GM <00000000> by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185546 -- Subscribe Channel: 00000004 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185547 -- Subscribe Channel: 00000002 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185548 -- Subscribe Channel: 00000001 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185549 -- Subscribe Channel: 00000009 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185550 -- Subscribe Channel: GM <00000000> by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185551 -- Subscribe Channel: 00000004 by (674110AC,000004BA)
[2018/08/17 17:29:19] 5185552 -- try reclient: db - 172.16.65.103
[2018/08/17 17:29:19] 5185553 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:29:25] 5185554 -- player logout: cabaymaudxbp
[2018/08/17 17:29:25] 5185555 -- player logout: phuongboss2018
[2018/08/17 17:29:28] 5185556 -- Query ChannelID: \T65 from (674110AC, 000004B6)
[2018/08/17 17:29:28] 5185557 -- Subscribe Channel: 00000347 by (674110AC,000004B6)
[2018/08/17 17:29:31] 5185558 -- Query ChannelID: \T105 from (674110AC, 000002ED)
[2018/08/17 17:29:31] 5185559 -- player logout: phuongboss12018
[2018/08/17 17:29:31] 5185560 -- Subscribe Channel: 00000358 by (674110AC,000002ED)
[2018/08/17 17:29:31] 5185561 -- Query ChannelID: \T145 from (674110AC, 00000417)
[2018/08/17 17:29:31] 5185562 -- Query ChannelID: \T11 from (674110AC, 000004B7)
[2018/08/17 17:29:31] 5185563 -- Subscribe Channel: 000002E1 by (674110AC,00000417)
[2018/08/17 17:29:31] 5185564 -- Query ChannelID: \T11 from (674110AC, 000004B7)
[2018/08/17 17:29:31] 5185565 -- Subscribe Channel: 00000019 by (674110AC,000004B7)
[2018/08/17 17:29:31] 5185566 -- Subscribe Channel: 00000019 by (674110AC,000004B7)
[2018/08/17 17:29:31] 5185567 -- try reclient: db - 172.16.65.103
[2018/08/17 17:29:31] 5185568 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:29:34] 5185569 -- Query ChannelID: \T105 from (674110AC, 000002FA)
[2018/08/17 17:29:34] 5185570 -- Subscribe Channel: 00000358 by (674110AC,000002FA)
[2018/08/17 17:29:34] 5185571 -- Unsubscribe Channel: 00000271 by (674110AC,00000389)
[2018/08/17 17:29:34] 5185572 -- player logout: lhmnlv1234
[2018/08/17 17:29:34] 5185573 -- Query ChannelID: \T27 from (674110AC, 00000409)
[2018/08/17 17:29:34] 5185574 -- Query ChannelID: \T27 from (674110AC, 00000409)
[2018/08/17 17:29:34] 5185575 -- Subscribe Channel: 0000033C by (674110AC,00000409)
[2018/08/17 17:29:34] 5185576 -- Subscribe Channel: 0000033C by (674110AC,00000409)
[2018/08/17 17:29:37] 5185577 -- Query ChannelID: \T116 from (674110AC, 00000389)
[2018/08/17 17:29:37] 5185578 -- Query ChannelID: \T116 from (674110AC, 00000389)
[2018/08/17 17:29:37] 5185579 -- Query ChannelID: \T116 from (674110AC, 00000389)
[2018/08/17 17:29:37] 5185580 -- Query ChannelID: \T116 from (674110AC, 00000389)
[2018/08/17 17:29:37] 5185581 -- Query ChannelID: \T116 from (674110AC, 00000389)
[2018/08/17 17:29:37] 5185582 -- Query ChannelID: \T145 from (674110AC, 000000BA)
[2018/08/17 17:29:37] 5185583 -- Query ChannelID: \T116 from (674110AC, 00000389)
[2018/08/17 17:29:37] 5185584 -- Subscribe Channel: 00000364 by (674110AC,00000389)
[2018/08/17 17:29:37] 5185585 -- Subscribe Channel: 00000364 by (674110AC,00000389)
[2018/08/17 17:29:37] 5185586 -- Subscribe Channel: 00000364 by (674110AC,00000389)
[2018/08/17 17:29:37] 5185587 -- Subscribe Channel: 00000364 by (674110AC,00000389)
[2018/08/17 17:29:37] 5185588 -- Subscribe Channel: 00000364 by (674110AC,00000389)
[2018/08/17 17:29:37] 5185589 -- Subscribe Channel: 000002E1 by (674110AC,000000BA)
[2018/08/17 17:29:37] 5185590 -- Subscribe Channel: 00000364 by (674110AC,00000389)
[2018/08/17 17:29:37] 5185591 -- player login: khanghy16 [da~tau~vip'] (674110AC, 000004BB)
[2018/08/17 17:29:37] 5185592 -- Query ChannelID: \S from (674110AC, 000004BB)
[2018/08/17 17:29:37] 5185593 -- Query ChannelID: 世界 from (674110AC, 000004BB)
[2018/08/17 17:29:37] 5185594 -- Query ChannelID: \F4 from (674110AC, 000004BB)
[2018/08/17 17:29:37] 5185595 -- Query ChannelID: GM from (674110AC, 000004BB)
[2018/08/17 17:29:37] 5185596 -- Query ChannelID: \B from (674110AC, 000004BB)
[2018/08/17 17:29:37] 5185597 -- sync friend list: da~tau~vip' (full)
[2018/08/17 17:29:40] 5185598 -- Query ChannelID: \S from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185599 -- Query ChannelID: 世界 from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185600 -- Query ChannelID: \F4 from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185601 -- Query ChannelID: GM from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185602 -- Query ChannelID: \B from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185603 -- Query ChannelID: \S from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185604 -- Query ChannelID: 世界 from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185605 -- Query ChannelID: \F4 from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185606 -- Query ChannelID: GM from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185607 -- Query ChannelID: \B from (674110AC, 000004BB)
[2018/08/17 17:29:40] 5185608 -- Subscribe Channel: 00000002 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185609 -- Subscribe Channel: 00000001 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185610 -- Subscribe Channel: 00000003 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185611 -- Subscribe Channel: GM <00000000> by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185612 -- Subscribe Channel: 00000004 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185613 -- Subscribe Channel: 00000002 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185614 -- Subscribe Channel: 00000001 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185615 -- Subscribe Channel: 00000003 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185616 -- Subscribe Channel: GM <00000000> by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185617 -- Subscribe Channel: 00000004 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185618 -- Subscribe Channel: 00000002 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185619 -- Subscribe Channel: 00000001 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185620 -- Subscribe Channel: 00000003 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185621 -- Subscribe Channel: GM <00000000> by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185622 -- Subscribe Channel: 00000004 by (674110AC,000004BB)
[2018/08/17 17:29:40] 5185623 -- Unsubscribe Channel: 0000033A by (674110AC,0000016F)
[2018/08/17 17:29:40] 5185624 -- Query ChannelID: \T60 from (674110AC, 0000016F)
[2018/08/17 17:29:40] 5185625 -- player logout: duongmon1
[2018/08/17 17:29:40] 5185626 -- Subscribe Channel: 00000343 by (674110AC,0000016F)
[2018/08/17 17:29:40] 5185627 -- player logout: gxmnvn
[2018/08/17 17:29:43] 5185628 -- player logout: tvbno6
[2018/08/17 17:29:43] 5185629 -- player logout: tvbno5
[2018/08/17 17:29:43] 5185630 -- player logout: tvbno4
[2018/08/17 17:29:43] 5185631 -- player logout: tvbno3
[2018/08/17 17:29:43] 5185632 -- player logout: khanghy16
[2018/08/17 17:29:43] 5185633 -- try reclient: db - 172.16.65.103
[2018/08/17 17:29:43] 5185634 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:29:46] 5185635 -- player logout: tvbno2
[2018/08/17 17:29:46] 5185636 -- player logout: tvbno1
[2018/08/17 17:29:55] 5185637 -- try reclient: db - 172.16.65.103
[2018/08/17 17:29:55] 5185638 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:29:58] 5185639 -- player logout: thanlongtrove
[2018/08/17 17:29:58] 5185640 -- player login: development2024 [KFCVietnam] (674110AC, 000004BC)
[2018/08/17 17:29:58] 5185641 -- Query ChannelID: \S from (674110AC, 000004BC)
[2018/08/17 17:29:58] 5185642 -- Query ChannelID: 世界 from (674110AC, 000004BC)
[2018/08/17 17:29:58] 5185643 -- Query ChannelID: GM from (674110AC, 000004BC)
[2018/08/17 17:29:58] 5185644 -- Query ChannelID: \B from (674110AC, 000004BC)
[2018/08/17 17:29:58] 5185645 -- sync friend list: KFCVietnam (full)
[2018/08/17 17:29:58] 5185646 -- Subscribe Channel: 00000002 by (674110AC,000004BC)
[2018/08/17 17:29:58] 5185647 -- Subscribe Channel: 00000001 by (674110AC,000004BC)
[2018/08/17 17:29:58] 5185648 -- Subscribe Channel: GM <00000000> by (674110AC,000004BC)
[2018/08/17 17:29:58] 5185649 -- Subscribe Channel: 00000004 by (674110AC,000004BC)
[2018/08/17 17:30:04] 5185650 -- player logout: nudge3
[2018/08/17 17:30:07] 5185651 -- try reclient: db - 172.16.65.103
[2018/08/17 17:30:07] 5185652 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:30:13] 5185653 -- player logout: tiepcon11
[2018/08/17 17:30:13] 5185654 -- player logout: huupham1
[2018/08/17 17:30:16] 5185655 -- Unsubscribe Channel: 00000019 by (674110AC,000004B7)
[2018/08/17 17:30:16] 5185656 -- Query ChannelID: \T11 from (674110AC, 000004B7)
[2018/08/17 17:30:16] 5185657 -- Subscribe Channel: 00000019 by (674110AC,000004B7)
[2018/08/17 17:30:16] 5185658 -- player login: anhbui161010 [ArcCotang] (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185659 -- Query ChannelID: \S from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185660 -- Query ChannelID: 世界 from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185661 -- Query ChannelID: \F7 from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185662 -- Query ChannelID: GM from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185663 -- Query ChannelID: \B from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185664 -- sync friend list: ArcCotang (full)
[2018/08/17 17:30:16] 5185665 -- Query ChannelID: \S from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185666 -- Query ChannelID: 世界 from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185667 -- Query ChannelID: \F7 from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185668 -- Query ChannelID: GM from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185669 -- Query ChannelID: \B from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185670 -- Query ChannelID: \S from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185671 -- Query ChannelID: 世界 from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185672 -- Query ChannelID: \F7 from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185673 -- Query ChannelID: GM from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185674 -- Query ChannelID: \B from (674110AC, 000004BD)
[2018/08/17 17:30:16] 5185675 -- Subscribe Channel: 00000002 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185676 -- Subscribe Channel: 00000001 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185677 -- Subscribe Channel: 00000006 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185678 -- Subscribe Channel: GM <00000000> by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185679 -- Subscribe Channel: 00000004 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185680 -- Subscribe Channel: 00000002 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185681 -- Subscribe Channel: 00000001 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185682 -- Subscribe Channel: 00000006 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185683 -- Subscribe Channel: GM <00000000> by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185684 -- Subscribe Channel: 00000004 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185685 -- Subscribe Channel: 00000002 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185686 -- Subscribe Channel: 00000001 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185687 -- Subscribe Channel: 00000006 by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185688 -- Subscribe Channel: GM <00000000> by (674110AC,000004BD)
[2018/08/17 17:30:16] 5185689 -- Subscribe Channel: 00000004 by (674110AC,000004BD)
[2018/08/17 17:30:19] 5185690 -- Player Associate: B筩hMigVng [B蠱u礣hu] on <仇人
>, bidir: 0
[2018/08/17 17:30:19] 5185691 -- Unsubscribe Channel: 0000033A by (674110AC,000002DD)
[2018/08/17 17:30:19] 5185692 -- try reclient: db - 172.16.65.103
[2018/08/17 17:30:19] 5185693 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:30:22] 5185694 -- Player Associate: M竬貱璦�14 [B蠱u礣hu] on <仇人
>, bidir: 0
[2018/08/17 17:30:22] 5185695 -- Unsubscribe Channel: 000002E1 by (674110AC,000000BA)
[2018/08/17 17:30:25] 5185696 -- Unsubscribe Channel: 0000033A by (674110AC,00000024)
[2018/08/17 17:30:25] 5185697 -- Query ChannelID: \T146 from (674110AC, 000004BD)
[2018/08/17 17:30:25] 5185698 -- Subscribe Channel: 0000029A by (674110AC,000004BD)
[2018/08/17 17:30:31] 5185699 -- player login: minhthuong35 [caytien03] (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185700 -- Query ChannelID: \S from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185701 -- Query ChannelID: 世界 from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185702 -- Query ChannelID: \F1 from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185703 -- Query ChannelID: GM from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185704 -- Query ChannelID: \B from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185705 -- sync friend list: caytien03 (full)
[2018/08/17 17:30:31] 5185706 -- Query ChannelID: \S from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185707 -- Query ChannelID: 世界 from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185708 -- Query ChannelID: \F1 from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185709 -- Query ChannelID: GM from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185710 -- Query ChannelID: \B from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185711 -- Query ChannelID: \S from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185712 -- Query ChannelID: 世界 from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185713 -- Query ChannelID: \F1 from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185714 -- Query ChannelID: GM from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185715 -- Query ChannelID: \B from (674110AC, 000004BE)
[2018/08/17 17:30:31] 5185716 -- Subscribe Channel: 00000002 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185717 -- Subscribe Channel: 00000001 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185718 -- Subscribe Channel: 00000009 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185719 -- Subscribe Channel: GM <00000000> by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185720 -- Subscribe Channel: 00000004 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185721 -- Subscribe Channel: 00000002 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185722 -- Subscribe Channel: 00000001 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185723 -- Subscribe Channel: 00000009 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185724 -- Subscribe Channel: GM <00000000> by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185725 -- Subscribe Channel: 00000004 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185726 -- Subscribe Channel: 00000002 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185727 -- Subscribe Channel: 00000001 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185728 -- Subscribe Channel: 00000009 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185729 -- Subscribe Channel: GM <00000000> by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185730 -- Subscribe Channel: 00000004 by (674110AC,000004BE)
[2018/08/17 17:30:31] 5185731 -- Query ChannelID: \T147 from (674110AC, 0000010E)
[2018/08/17 17:30:31] 5185732 -- try reclient: db - 172.16.65.103
[2018/08/17 17:30:31] 5185733 -- Subscribe Channel: 00000383 by (674110AC,0000010E)
[2018/08/17 17:30:31] 5185734 -- player login: development2021 [Development] (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185735 -- Query ChannelID: \S from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185736 -- Query ChannelID: 世界 from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185737 -- Query ChannelID: \F5 from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185738 -- Query ChannelID: GM from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185739 -- Query ChannelID: \B from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185740 -- sync friend list: Development (full)
[2018/08/17 17:30:31] 5185741 -- Query ChannelID: \S from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185742 -- Query ChannelID: 世界 from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185743 -- Query ChannelID: \F5 from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185744 -- Query ChannelID: GM from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185745 -- Query ChannelID: \B from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185746 -- Query ChannelID: \S from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185747 -- Query ChannelID: 世界 from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185748 -- Query ChannelID: \F5 from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185749 -- Query ChannelID: GM from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185750 -- Query ChannelID: \B from (674110AC, 000004BF)
[2018/08/17 17:30:31] 5185751 -- FAIL: reclient db - 172.16.65.103
[2018/08/17 17:30:34] 5185752 -- Subscribe Channel: 00000002 by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185753 -- Subscribe Channel: 00000001 by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185754 -- Subscribe Channel: 0000000F by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185755 -- Subscribe Channel: GM <00000000> by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185756 -- Subscribe Channel: 00000004 by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185757 -- Subscribe Channel: 00000002 by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185758 -- Subscribe Channel: 00000001 by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185759 -- Subscribe Channel: 0000000F by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185760 -- Subscribe Channel: GM <00000000> by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185761 -- Subscribe Channel: 00000004 by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185762 -- Subscribe Channel: 00000002 by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185763 -- Subscribe Channel: 00000001 by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185764 -- Subscribe Channel: 0000000F by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185765 -- Subscribe Channel: GM <00000000> by (674110AC,000004BF)
[2018/08/17 17:30:34] 5185766 -- Subscribe Channel: 00000004 by (674110AC,000004BF)
[2018/08/17 17:30:37] 5185767 -- Query ChannelID: \T146 from (674110AC, 0000040D)
[2018/08/17 17:30:37] 5185768 -- player login: saauroms01 [H鎀amNng] (674110AC, 000004C0)
[2018/08/17 17:30:37] 5185769 -- Query ChannelID: \S from (674110AC, 000004C0)
[2018/08/17 17:30:37] 5185770 -- Query ChannelID: 世界 from (674110AC, 000004C0)
[2018/08/17 17:30:37] 5185771 -- Query ChannelID: \F8 from (674110AC, 000004C0)
