SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LevelUpScript	SkillDesc	IsMagic	Series	IsSkillPhysical	IsSkillMagic	TimePerCastHorse		SkillMiniIcon
Tam Nga Tª TuyÕt	Íâ¹¦Ïµ¹¥»÷	374	501	0	\spr\Ui\skill\Èý¶ëö©Ñ©.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	512	0	0	0	4	5	142	1	3	1	10	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	375	0	0	0	0	0	0	0	80	0	0	1	20	0	32	0	0	0				0	0	\script\skill\emei.lua	physicsenhance_p	sane_jixue	colddamage_v	sane_jixue	seriesdame	sane_jixue	missle_speed_v	sane_jixue	deadlystrike_p	sane_jixue	skill_cost_v	sane_jixue	skill_eventskilllevel	sane_jixue	skilllevelexp	sane_jixue		sane_jixue		sane_jixue		"KiÕm ph¸p cao cÊp, dïng kiÕm khÝ s¸t th­¬ng ®èi ph­¬ng "	0	2	1	0	0		
Ngäc TuyÕn TÈy TrÇn	Íâ¹¦Ïµ¹¥»÷	375		0	\spr\Ui\skill\Èý¶ëö©Ñ©.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	0	2	7	143	1	1	1	11	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	40	0	0	0	0	0				0	0	\script\skill\emei.lua	physicsenhance_p	yuquan_xichen	deadlystrike_p	yuquan_xichen	seriesdame	sane_jixue		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		yuquan_xichen		"Nga mi tuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng "	0	2	1	0	0		
Ngoc Nu Bang CC	Ö÷¶¯ÊôÐÔ¼ÓÇ¿	376	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_22.spr		\sound\skill\²»¶¯Ã÷ÍõÖä.wav	0	0	0	2	0	512	0	1	0	1	3	76	0	1	1	11	1	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\emei.lua																							0		0	0	2		
B¨ng Tung V« ¶nh	Íâ¹¦Ïµ¹¥»÷	377	601	0	\spr\Ui\skill\±ùÐÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	512	15	0	1	2	2	146	1	5	1	10	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	372	0	0	80	0	1	1	1	0	2	0	0	0				0	0	\script\skill\cuiyan.lua	physicsenhance_p	bingzong_wuying	colddamage_v	bingzong_wuying	missle_speed_v	bingzong_wuying	skill_eventskilllevel	bingzong_wuying1	skill_cost_v	bingzong_wuying	seriesdame	bingzong_wuying	skill_misslenum_v	bingzong_wuying	skilllevelexp	bingzong_wuying		bingzong_wuying		bingzong_wuying		"§ao ph¸p tèi cao, b¨ng s¸t cùc kú lîi h¹i "	0	2	1	0	0		
B¨ng T©m Tiªn Tö	ÄÚ¹¦Ïµ¹¥»÷	378	602	0	\spr\Ui\skill\·çÑ©±ùÌì.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	480	15	0	0	2	1	147	1	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	379	3	0	0	0	0	80	0	-2	1	2	0	0		5	0				0	0	\script\skill\cuiyan.lua	physicsdamage_v	bingxin_xianzi	colddamage_v	bingxin_xianzi	missle_speed_v	bingxin_xianzi	seriesdame	bingxin_xianzi	skill_cost_v	bingxin_xianzi	skill_eventskilllevel	bingxin_xianzi	skilllevelexp	bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		"Song ®ao cao cÊp, b¨ng s¸t cùc kú lîi h¹i"	1	2	0	1	2		
Phong TuyÕt B¨ng Thiªn	ÄÚ¹¦Ïµ¹¥»÷	379		0	\spr\Ui\skill\·çÑ©±ùÌì.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k010.wav	0	0	2	0	400	0	0	0	2	7	148	1	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	1	0	0		0					0	0	\script\skill\cuiyan.lua	colddamage_v	fengxue_bingtian	seriesdame	bingxin_xianzi		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		"Di thuat toi cao, Bang sat tren dien rong."	1	2	0	1	2		
Nh©n KiÕm Hîp NhÊt	Íâ¹¦Ïµ¹¥»÷	380	901	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_33.spr		\sound\skill\sound_k003.wav	0	0	0	0	1	90	5	2	6	1	1	175	1	3	1	10	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	381	0	0	0	1	162	0	0	80	0	0	1	35	0	0		0					0	0	\script\skill\wudang.lua	physicsenhance_p	renjian_heyi	attackrating_p	renjian_heyi	stealmana_p	renjian_heyi	skill_cost_v	renjian_heyi	lightingdamage_v	renjian_heyi	missle_speed_v	renjian_heyi	skill_eventskilllevel	renjian_heyi	seriesdame	renjian_heyi	skilllevelexp	renjian_heyi	deadlystrike_p	renjian_heyi		"KiÕm ph¸p tuyÖt ®Ønh, c«ng thñ toµn diÖn "	0	4	1	0	0		
Minh NguyÖt V« T©m 	ÄÚ¹¦Ïµ¹¥»÷	381		0		\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	7	176	1	1	1	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	1		0					0	0	\script\skill\wudang.lua		taiji_jianyi	stun_p	taiji_jianyi	seriesdame	renjian_heyi		renjian_heyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		taiji_jianyi		???????????????????¡è???????????????¡§??¡§????¡è???¨¬????????	0	4	0	0	2		
Thiªn §Þa V« Cùc	ÄÚ¹¦Ïµ¹¥»÷	382	902	0	\spr\Ui\skill\ÌìµØÎÞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	480	0	0	0	5	6	173	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	1		0					0	0	\script\skill\wudang.lua	lightingdamage_v	tiandi_wuji		tiandi_wuji	skill_cost_v	tiandi_wuji	stun_p	tiandi_wuji		tiandi_wuji	missle_lifetime_v	tiandi_wuji	seriesdame	tiandi_wuji	skilllevelexp	tiandi_wuji		tiandi_wuji		tiandi_wuji		"Vâ ®ang quyÒn ph¸p tèi cao, liÖn tôc xuÊt chiªu tiªu diÖt ®èi ph­¬ng "	1	4	0	1	0		
KiÕm KhÝ Tung Hoµnh	ÄÚ¹¦Ïµ¹¥»÷	383		0	\spr\Ui\skill\ÌìµØÎÞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	0	0	0	0	2	0	400	0	1	0	5	3	172	0	8	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	0		0					0	0	\script\skill\wudang.lua	lightingdamage_v	jianqi_zongheng	skill_eventskilllevel	jianqi_zongheng	skill_collideevent	jianqi_zongheng	skill_showevent	jianqi_zongheng	seriesdame	tiandi_wuji	seriesdame	jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		jianqi_zongheng		"Vo Dang Kiem Phap toi cao,sat thuong tren dien rong."	1		0	1	2		
L«I §éng Cöu Thiªn	ÄÚ¹¦Ïµ¹¥»÷	384	1002	0	\spr\Ui\skill\À×¶¯¾ÅÌì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\???¡Á??¡¤¡§f.wav	0	0	0	0	480	0	3	5	5	6	181	1	4	1	11	1	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	387	80	0	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	leidong_jiutian	skill_eventskilllevel	leidong_jiutian	seriesdame	leidong_jiutian		leidong_jiutian	skill_cost_v	leidong_jiutian	seriesdame	leidong_jiutian	skilllevelexp	leidong_jiutian		leidong_jiutian		leidong_jiutian		leidong_jiutian		"Chiªu thøc tèi cao, L«I s¸t trªn diÖn réng "	1	4	0	1	0		
Ng¹o TuyÕt Tiªu Phong	Íâ¹¦Ïµ¹¥»÷	385	1001	0	\spr\Ui\skill\°ÁÑ©Ð¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	512	0	0	0	5	1	178	1	1	1	10	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	386	1	386	80	0	1	1	0	0	0		0					0	0	\script\skill\kunlun.lua	physicsenhance_p	aoxue_xiaofeng	seriesdame	aoxue_xiaofeng	lightingdamage_v	aoxue_xiaofeng	stun_p	aoxue_xiaofeng	missle_speed_v	aoxue_xiaofeng	skill_eventskilllevel	aoxue_xiaofeng	skill_cost_v	aoxue_xiaofeng	skilllevelexp	aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		"§ao ph¸p cao cÊp, hiÖu qu¶ s¸t th­¬ng cùc cao "	0	4	1	0	2		
KhiÕu Phong Tam Liªn KÝch	Íâ¹¦Ïµ¹¥»÷	386		0	\spr\Ui\skill\°ÁÑ©Ð¥Ìì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	7	179	1	1	1	11	1	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	1		-60					0	0	\script\skill\kunlun.lua	lightingdamage_v	xiaofeng_sanlianji		xiaofeng_sanlianji	missle_lifetime_v	xiaofeng_sanlianji	seriesdame	aoxue_xiaofeng		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		xiaofeng_sanlianji		"Vo Dang Tuyet dinh vo cong, sat thuong tren dien rong."	0	4	1	0	5		
L«I §éng Cöu Thiªn	ÄÚ¹¦Ïµ¹¥»÷	387		0	\spr\Ui\skill\À×¶¯¾ÅÌì.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	0	0	5	6	193	1	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	0		0					0	0	\script\skill\kunlun.lua	lightingdamage_v	pingdi_hanlei		pingdi_hanlei	seriesdame	leidong_jiutian		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		pingdi_hanlei		"Vo Dang vo cong nhap mon,tan cong doi phuong don le."	1	4	0	1	2		
Tinh Kh«ng Ph¸	ÄÚ¹¦Ïµ¹¥»÷	388		0	\spr\Ui\skill\Òõ·çÊ´¹Ç.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\?¨¬?????¡¤??f.wav	0	0	0	0	420	0	5	4	3	0	197	1	1	1	11	1	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	20	0	32		0					0	0	\script\skill\wudu.lua	poisondamage_v	xingkong_po	seriesdame	xuanyin_zhan		xingkong_po		xingkong_po														"Ngu Doc Chieu thuc cao cap, sat thuong Doc tren dien rong."	0		0	1	0		
Thiªn H¹ V« CÈu	Íâ¹¦Ïµ¹¥»÷	389	701	0	\spr\Ui\skill\ÌìÏÂÎÞ¹·.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	500	0	5	0	4	5	47	1	3	1	10	1	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	2	1	0	0	32		-150					0	0	\script\skill\gaibang.lua		tianxia_wugou	physicsenhance_p	tianxia_wugou	skill_cost_v	tianxia_wugou	seriesdame	tianxia_wugou	firedamage_v	tianxia_wugou	skill_eventskilllevel	tianxia_wugou	skilllevelexp	tianxia_wugou	missle_speed_v	tianxia_wugou	skill_misslenum_v	tianxia_wugou				"TuyÖt kü bæng ph¸p, hiÖu qu¶ s¸t th­¬ng cùc cao "	0	3	1	0	0		
Khong Can Ten	±»¶¯·ÀÓù¸¨Öú	390	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\liuguangfeiwu.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr			77	0	2	0	400	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\npc\???¡§?.lua	allres_p		fastwalkrun_p		seriesdame																	?????????¡è???????!	0		1	0	0		
Boss Sat Thu	Ö÷¶¯·ÀÓù¸¨Öú	391	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_22.spr	\spr\skill\ÉÙÁÖ\sl_05_²»¶¯Ã÷ÍõÖä.spr	\sound\skill\²»¶¯Ã÷ÍõÖä.wav	0	0	0	2	0	520	0	1	0	1	3	0	0	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	392	0	20	-2	0	0	0	0		0					1	0	\script\skill\npc.lua	lifereplenish_v	st																					0		0	0	2		
Boss Sat Thu2	Ö÷¶¯·ÀÓù¸¨Öú	392	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_22.spr	\spr\skill\ÉÙÁÖ\sl_05_²»¶¯Ã÷ÍõÖä.spr	\sound\skill\²»¶¯Ã÷ÍõÖä.wav	0	81	0	2	0	520	0	1	0	1	3	76	0	1	1	11	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	\script\skill\npc.lua	lifereplenish_v	st																					0		0	0	2		
Boss Hoang Kim Tieu	Ö÷¶¯·ÀÓù¸¨Öú	393	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_22.spr	\spr\skill\ÉÙÁÖ\sl_05_²»¶¯Ã÷ÍõÖä.spr	\sound\skill\²»¶¯Ã÷ÍõÖä.wav	0	0	0	2	0	520	0	1	0	1	3	0	0	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	394	0	20	-2	0	0	0	0		0					1	0	\script\skill\npc.lua	poisontimereduce_p	hkt	freezetimereduce_p	hkt	stuntimereduce_p	hkt																	0		0	0	2		
Boss Hoang Kim Tieu 2	Ö÷¶¯·ÀÓù¸¨Öú	394	22	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_22.spr	\spr\skill\ÉÙÁÖ\sl_05_²»¶¯Ã÷ÍõÖä.spr	\sound\skill\²»¶¯Ã÷ÍõÖä.wav	0	82	0	2	0	520	0	1	0	1	3	76	0	1	1	11	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	\script\skill\npc.lua	poisontimereduce_p	hkt	freezetimereduce_p	hkt	stuntimereduce_p	hkt																	0		0	0	2		
Cai Lao 7	±»¶¯¹¥»÷¸¨Öú	395	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_gf.spr			0	85	0	3	0	0	0	0	0	1	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					1	0	\script\skill\danhhieu.lua	lifemax_p	cailao7	manamax_p	cailao7	allresmax_p	cailao7	allres_p	cailao7	meleedamagereturn_p	cailao7	rangedamagereturn_p	cailao7	meleedamagereturn_v	cailao7	rangedamagereturn_v	cailao7		cailao7		cailao7			0		0	0	0		
Tan Hoa Tieu b	Íâ¹¦Ïµ¹¥»÷	396	1	0	\spr\Ui\skill\É¢»¨ïÚ.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	1	3	5	2	151	1	5	1	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	100	1	0	0	1		0					0	0	\script\skill\danhhieu.lua	lifemax_p	cailao8	manamax_p	cailao8	allresmax_p	cailao8	allres_p	cailao8	meleedamagereturn_p	cailao8	rangedamagereturn_p	cailao8	meleedamagereturn_v	cailao8	rangedamagereturn_v	cailao8		cailao8		cailao8			0		1	0	2		
Vo Nga Vo Kiem b	ÄÚ¹¦Ïµ¹¥»÷	397	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wa_43.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	0	0	0	0	0	0	400	0	1	0	5	2	29	0	8	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	1	0	0	1		0					0	0	\script\skill\danhhieu.lua	lifemax_p	cailao9	manamax_p	cailao9	allresmax_p	cailao9	allres_p	cailao9	meleedamagereturn_p	cailao9	rangedamagereturn_p	cailao9	meleedamagereturn_v	cailao9	rangedamagereturn_v	cailao9	manashield_p	cailao9		cailao9			0		0	1	0		
Khang Long Huu Hoi b	ÄÚ¹¦Ïµ¹¥»÷	398	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_41.spr	\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ð§¹û.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	0	4	2	48	1	2	1	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	3		0					0	0	\script\skill\danhhieu.lua	lifemax_p	cailao10	manamax_p	cailao10	allresmax_p	cailao10	allres_p	cailao10	meleedamagereturn_p	cailao10	rangedamagereturn_p	cailao10	meleedamagereturn_v	cailao10	rangedamagereturn_v	cailao10	manashield_p	cailao10		cailao10			0		0	1	2		
Lo¹n Hoµn KÝch	ÄÚ¹¦Ïµ¹¥»÷	399	304	0	\spr\Ui\skill\ÎåÐÐÏÝÚå.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	120	0	5	0	3	5	161	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	401	100	20	-2	1	0	0	0		0					0	0	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji	skill_eventskilllevel	luanhuan_ji		luanhuan_ji		luanhuan_ji	\script\skill\updm.lua	"Cam bay toi cao, giam phai kho bao toan sinh mang."	1		0	1	0		\spr\Ui\×´Ì¬Í¼±ê\ÂÒ»·»÷.spr
Lo¹n Hoµn KÝch	ÄÚ¹¦Ïµ¹¥»÷	401		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\???¡Á??¡¤¡§f.wav	0	0	2	0	0	0	3	5	5	6	162	1	4	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	-2	1	10	0	0		0					0	0	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji	\script\skill\updm.lua	"Chieu thuc toi cao, Loi sat tren dien rong."	1		0	1	2		\spr\Ui\×´Ì¬Í¼±ê\ÂÒ»·»÷.spr
Cong kich thuy npc	Íâ¹¦Ïµ¹¥»÷	405	2	0				0	0	0	2	0	200	0	1	0	1	2	6	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\npc.lua	colddamage_v	congkichbangnpc		congkichbangnpc	missle_speed_v	congkichbangnpc	missle_lifetime_v	congkichbangnpc		congkichbangnpc		congkichbangnpc		congkichbangnpc		congkichbangnpc						NPC Thuy	0		0	0	2		
Cong kich moc npc	Íâ¹¦Ïµ¹¥»÷	402	2	0			\sound\skill\sound_k001.wav	0	0	0	2	0	200	0	1	0	1	2	36	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\npc.lua	poisondamage_v	congkichdocnpc		congkichdocnpc	missle_speed_v	congkichdocnpc	missle_lifetime_v	congkichdocnpc	seriesdame	congkichdocnpc												NPC Moc	0		0	0	2		
Cong kich hoa npc	Íâ¹¦Ïµ¹¥»÷	403	2	0			\sound\skill\sound_k015.wav	0	0	0	2	0	200	0	1	0	1	2	54	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\npc.lua	firedamage_v	congkichhoanpc		congkichhoanpc	missle_speed_v	congkichhoanpc	missle_lifetime_v	congkichhoanpc	seriesdame	congkichhoanpc												NPC Hoa	0		0	0	2		
Cong kich tho npc	Íâ¹¦Ïµ¹¥»÷	404	2	0			\sound\skill\sound_k001.wav	0	0	0	2	0	200	0	1	0	1	2	24	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\npc.lua	lightingdamage_v	congkichthonpc	stun_p	congkichthonpc	missle_speed_v	congkichthonpc	missle_lifetime_v	congkichthonpc	seriesdame	congkichthonpc												NPC Tho	0		0	0	2		
Khong Can Ten 73		411	101	3	\spr\Ui\??????¡À¨º\icon_sk_ty_jin.spr	\spr\skill\????\sl_06_?¡§¡Á???.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	3	0	270	0	0	0	5	7	0	0	0	0	11	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	120	20	-2	0	0	0	0	0	0	0				1	0	\script\skill\tianwang.lua	allresmax_p	daoxutian		daoxutian	fastwalkrun_p	daoxutian		daoxutian														<color=red>?¡§???????¨¬120????<enter><color=yellow>????????¡§????????????¡§???????¡§???????	0		0	0	2		
Cong kich vat ly npc	Íâ¹¦Ïµ¹¥»÷	406	1	1			\sound\skill\sound_k002.wav	0	0	0	0	1	75	5	1	9	1	8	407	1	2	0	10	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	50	20	2	1	30	0	32		0					0	0	\script\skill\npc.lua	physicsdamage_v	congkichvatlynpc		congkichvatlynpc		congkichvatlynpc	missle_speed_v	congkichvatlynpc														NPC Can Chien	0		0	0	0		
Cong kich vat ly npcb	Íâ¹¦Ïµ¹¥»÷	407		0			0	0	0	0	0	0	75	0	0	0	0	7	86	1	1	1	9	1	1	5	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	30	0	0		0					1	0	\script\skill\npc.lua	physicsdamage_v	congkichvatlynpc		congkichvatlynpc		congkichvatlynpc	missle_speed_v	congkichvatlynpc														NPC Can Chien	0		0	0	0		
Cong kich kim npc	Íâ¹¦Ïµ¹¥»÷	408	2	0			\sound\skill\sound_k001.wav	0	0	0	2	0	200	0	1	0	1	2	140	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	20	-2	0	30	0	0		0					1	0	\script\skill\npc.lua	physicsdamage_v	congkichkimnpc		congkichkimnpc	missle_speed_v	congkichkimnpc	missle_lifetime_v	congkichkimnpc														NPC Kim	0		0	0	2		
Tang 4 nm	ÄÚ¹¦Ïµ¹¥»÷	409		0	\spr\Ui\skill\ÌìµØÎÞ¼¶.spr		0	0	0	0	2	0	400	0	0	0	5	3	41	0	4	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	20	-2	0	0	0	0		0					0	0	\script\skill\emei.lua	seriesdame	ngamitang4	colddamage_v	ngamitang4	physicsenhance_p	ngamitang4	missle_lifetime_v	ngamitang4	skill_misslenum_v	ngamitang4		ngamitang4		ngamitang4		ngamitang4		ngamitang4		ngamitang4		Tuyet Ki Da That Truyen	0		0	0	2		
Tang 3 nm	ÄÚ¹¦Ïµ¹¥»÷	410	902	0	\spr\Ui\skill\ÌìµØÎÞ¼¶.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	5	3	32	1	5	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	409	1	20	-2	0	0	0	1		0					0	0	\script\skill\emei.lua	missle_lifetime_v	ngamitang3	skill_eventskilllevel	ngamitang3																		Tuyet Ki Da That Truyen	0		0	0	0		
