????	ItemGenre	DetailType	ParticularType	??????????	?????????????	???????	????	??????????	????????	????	????	????¡§¡§?????¡§¡§?	???????????1?????¡§¡§??	???????????1???????	???????????1??????????	???????????2?????¡§¡§??	???????????2???????	???????????2??????????	???????????3?????¡§¡§??	???????????3???????	???????????3??????????	???????????4?????¡§¡§??	???????????4???????	???????????4??????????	???????????5?????¡§¡§??	???????????5???????	???????????5??????????	???????????6?????¡§¡§??	???????????6???????	???????????6??????????	???????????7?????¡§¡§??	???????????7???????	???????????7??????????	????????????????1?????¡§¡§??	????????????????1????	????????????????2?????¡§¡§??	????????????????2????	????????????????3?????¡§¡§??	????????????????3????	????????????????4?????¡§¡§??	????????????????4????	????????????????5?????¡§¡§??	????????????????5????	????????????????6?????¡§¡§??	????????????????6????	TypeItem	GroupItem	Level	Series	Type1	Min1	Max1	Type2	Min2	Max2	Type3	Min3	Max3	Type4	Min4	Max4	Type5	Min5	Max5	Type6	Min6	Max6
V« Danh Giíi ChØ	0	3	32	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<color=Yellow>Vinh quang chØ dµnh cho nh÷ng ai thùc sù muèn cã <color>	3	20000	10	0																						36	60											1	35	10	3	43	-1	-1	205	1	1												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	80											1	36	5	2	89	120	120	105	20	20												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	80											1	36	5	2	89	200	200	105	30	30												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	80											1	36	5	2	89	120	200	105	30	30												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	80											1	36	5	2	89	120	200	105	25	30												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	80											1	36	5	2	89	120	200	105	25	30												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	80											1	36	5	2	89	120	200	105	25	30												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	80											1	36	5	2	89	120	200	105	25	30												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	80											1	36	5	2	89	120	200	105	25	30												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	80											1	36	5	2	89	120	200	105	25	30												
[Liªn §Êu] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	33	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	80											1	36	5	2	89	120	200	105	25	30												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	1	0																						36	80											1	36	5	3	89	120	120	102	20	20												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	2	0																						36	80											1	36	5	3	89	200	200	102	30	30												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	3	0																						36	80											1	36	5	3	89	120	200	102	30	30												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	4	0																						36	80											1	36	5	3	89	120	200	102	25	30												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	5	0																						36	80											1	36	5	3	89	120	200	102	25	30												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	6	0																						36	80											1	36	5	3	89	120	200	102	25	30												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	7	0																						36	80											1	36	5	3	89	120	200	102	25	30												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	8	0																						36	80											1	36	5	3	89	120	200	102	25	30												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	9	0																						36	80											1	36	5	3	89	120	200	102	25	30												
[Liªn §Êu] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	34	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	10	0																						36	80											1	36	5	3	89	120	200	102	25	30												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	1	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	2	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	3	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	4	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	5	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	6	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	7	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	8	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	9	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Cöu HiÖn chØ 	0	3	35	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	10	0																						36	60											1	37	6	2	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	60											1	37	6	1	89	120	200	135	1	3												
Thiªn Hoµng Long Né Long §ång	0	3	36	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	60											1	37	6	1	89	120	200	135	1	3												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
BÝch H¶i Khiªn TÕ ChØ hoµn	0	3	37	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	80	39	5									1	23	6	1	43	-1	-1	205	1	1												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	80											1	38	5	2	89	180	200	105	28	30												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	80											1	38	5	2	89	120	200	105	25	25												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	80											1	38	5	2	89	120	200	105	26	26												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	80											1	38	5	2	89	120	200	105	27	27												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	80											1	38	5	2	89	120	200	105	28	28												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	80											1	38	5	2	89	120	200	105	29	29												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	80											1	38	5	2	89	120	200	105	30	30												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	80											1	38	5	2	89	120	120	105	20	20												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	80											1	38	5	2	89	120	200	105	25	30												
[§Þnh Thêi] An Bang Cóc Hoa Th¹ch ChØ Hoµn	0	3	38	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	80											1	38	5	2	89	120	200	105	25	30												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	1	0																						36	80											1	38	5	3	89	180	200	102	28	30												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	2	0																						36	80											1	38	5	3	89	120	200	102	25	25												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	3	0																						36	80											1	38	5	3	89	120	200	102	26	26												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	4	0																						36	80											1	38	5	3	89	120	200	102	27	27												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	5	0																						36	80											1	38	5	3	89	120	200	102	28	28												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	6	0																						36	80											1	38	5	3	89	120	200	102	29	29												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	7	0																						36	80											1	38	5	3	89	120	200	102	30	30												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	8	0																						36	80											1	38	5	3	89	120	120	102	20	20												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	9	0																						36	80											1	38	5	3	89	120	200	102	25	30												
[§Þnh Thêi] An Bang Kª HuyÕt Th¹ch Giíi ChØ	0	3	39	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	3	20000	10	0																						36	80											1	38	5	3	89	120	200	102	25	30												
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	1	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	2	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	3	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	4	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	5	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	6	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	7	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	8	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	9	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn Trªn)	0	3	40	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ Hoµng Kim	1	20000	10	0																						36	90											1	39	5	1	85	120	120	103	15	15	89	120	120	134	10	10	93	120	120			
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	1	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	2	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	3	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	4	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	5	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	6	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	7	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	8	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	9	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
Hoµng Kim T©n Thñ (NhÉn D­íi)	0	3	41	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ Hoµng Kim	2	20000	10	0																						36	90											1	39	5	2	85	120	120	99	10	10	89	120	120	102	15	15	93	120	120	134	10	10
