名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)
地老鼠	6	1	1048	\spr\item\magic\icon_item_baozhu.spr	41	1	1	人们为了驱赶年兽而发明的道具，右键使用会自动追踪离你最近的年兽，年兽被炸到的话会减速3秒。		1000	1	1	\script\item\springfestival2006\yongshi_wanjia\dilaoshu.lua	0	1	1	0	1
如意卡礼盒	6	1	1049	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得如意卡10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
留下的礼物	6	1	1050	\spr\item\script\item_chrismasbox.spr	441	1	1	春节活动用的礼盒。		1000	1	0	\script\missions\springfestival\npcs\festival_action_gift.lua	0	1	1	0	0
如意红包	6	1	1051	\spr\item\questkey\obj_item_burseb.spr	342	1	1	喜庆活动中必备的送礼佳品。		100000	1	0	\script\item\ruyi_hongbao.lua	0	1	1	0	0
贺岁红包	6	1	1052	\spr\item\questkey\obj_item_burseb.spr	342	1	1	喜庆活动中必备的送礼佳品。		100000	1	0	\script\item\hesui_hongbao.lua	0	1	1	0	0
幻彩贺卡	6	1	1053	\spr\item\questkey\card_mgk.spr	38	1	1	发送彩色文字祝福，右键点击使用。		50	1	0	\script\item\card_colork.lua	0	1	1	0	0
烟花贺卡	6	1	1054	\spr\item\questkey\card_bpk.spr	38	1	1	在祝福的人周围点燃烟花，右键点击使用。		50	1	0	\script\item\card_fireworksk.lua	0	1	1	0	0
幻彩贺卡礼盒	6	1	1055	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得幻彩贺卡10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
烟花贺卡礼盒	6	1	1056	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得烟花贺卡10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
狗年吉祥旺旺包	6	1	1057	\spr\item\obj_item_jixiang.spr	377	1	1	新春贺礼，打开后随机得到一个宝物。		50	1	0	\script\item\newdoggift.lua	0	1	1	0	0
情人节礼盒	6	1	1058	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以给你的异性朋友发送文字祝福与一份礼物。		100	1	0	\script\item\valentinegift.lua	0	1	1	0	0
情浓玫瑰花	6	1	1059	\spr\item\questkey\flower.spr	330	1	1	情人节的甜蜜礼物，右键点击使用后可获100万经验奖励，同时获得半小时内，打怪练级经验加倍与幸运增加20点。		100	1	1	\script\item\qingnong_rose.lua	0	1	1	0	0
心意巧克力	6	1	1060	\spr\item\obj_item_gifts.spr	345	1	1	情人节的甜蜜礼物，右键点击使用后可获100万经验奖励，同时获得半小时内，打怪练级经验加倍与幸运增加20点。		100	1	1	\script\item\xinyi_choco.lua	0	1	1	0	0
元神丹	6	1	1061	\spr\item\questkey\taskobj087.spr	372	1	1	此乃高手以全身功力化成的仙丹，服用后能使人功力大增。		100	1	1	\script\item\levelup_item.lua	0	1	1	0	0
聊天室续费卡	6	1	1062	\spr\item\questkey\card_sdk.spr	38	1	1	用于给<color=green>自建聊天室延长<color>时间的卡片<enter><enter>右键点击使用，输入聊天室名字后即可给该聊天室充值 <color=yellow>72 小时<color>（三天）。<enter>		5000000	1	0	\script\item\chatroom\pay.lua	0	1	1	0	1
心有灵犀·同伴辅助秘籍	6	1	1063	\spr\item\questkey\taskobj075.spr	375	1	1	能使同伴提升“心有灵犀”技能等级，在一天的时间内能探索更多的藏宝地点		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
黄菊花	6	1	1064	\spr\item\qingming\mum_y.spr	41	1	1	鲜艳的黄菊花，在路边很常见。		100	1	1	\script\event\qingming_2006\item_mum.lua	0	1	1	0	0
白菊花	6	1	1065	\spr\item\qingming\mum_w.spr	41	1	1	漂亮的白菊花，偶尔能在花丛中发现。		100	1	1	\script\event\qingming_2006\item_mum.lua	0	1	1	0	0
紫菊花	6	1	1066	\spr\item\qingming\mum_p.spr	41	1	1	鲜艳的紫菊花，只有最专心的人才能在花丛中发现这种菊花。		100	1	1	\script\event\qingming_2006\item_mum.lua	0	1	1	0	0
百合花	6	1	1067	\spr\item\questkey\taskobj002.spr	41	1	1	迷人的百合花，如果你见到了这种花，那说明你今天的运气是相当的好。		100	1	1	\script\event\qingming_2006\item_mum.lua	0	1	1	0	0
武林大会双人赛入场券	6	1	1068	\spr\item\songjin\rescript.spr	383	1	1	右键使用，可以组建双人赛战队。战队队长需要在七大城市的武林大会官员处组入其余队员。		100	1	0	\script\item\biwu_double.lua	0	1	1	0	0
武林大会三人赛入场券	6	1	1069	\spr\item\questkey\obj_item_lection02.spr	374	1	1	右键使用，可以组建三人赛战队。战队队长需要在七大城市的武林大会官员处组入其余队员。		100	1	0	\script\item\biwu_treble.lua	0	1	1	0	0
武林大会五行团队赛入场券	6	1	1070	\spr\item\questkey\taskobj021.spr	41	1	1	右键使用，可以组建五行团队赛战队。战队队长需要在七大城市的武林大会官员处组入其余队员。		100	1	0	\script\item\biwu_five.lua	0	1	1	0	0
武林大会十全团队赛入场券	6	1	1071	\spr\item\questkey\taskobj023.spr	41	1	1	右键使用，可以组建十全团队赛战队。战队队长需要在七大城市的武林大会官员处组入其余队员。		100	1	0	\script\item\biwu_ten.lua	0	1	1	0	0
武林大会比赛查询卡	6	1	1072	\spr\item\questkey\obj_item_lection.spr	341	1	1	凭此卡可以查询武林大会总决赛中，选手自身的比赛信息，以及选手所在区服和其他区服的各种比赛信息。		100	1	0	\script\missions\finalmatch\npc\card_help.lua	0	1	1	0	0
回帮诏书	6	1	1073	\spr\item\special\Obj_TownPortal.spr	38	1	1	缩地大法，让你瞬间回到帮会。		100	1	0	\script/item/townportal_ever.lua	0	1	1	0	1
神秘大红包礼盒	6	1	1074	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用可以得到10个神秘大红包		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
高级辉煌之果礼盒	6	1	1075	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用可以得到10个高级辉煌之果		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
秘制修身丸	6	1	1076	\spr\item\medecine\obj-potion29.spr	41	1	1	帮会试炼坊炼制的修身丸，能让服用者经验翻倍半小时。		100	1	0	\script\item\tongexpmedicine.lua	0	1	1	0	0
止血草	6	1	1077	\spr\item\questkey\taskobj097.spr	41	1	1	野外常见的草药，有消炎止血之功效。		100	1	1	\script\event\qingming_2006\item_mum.lua	0	1	1	0	0
黄灵芝	6	1	1078	\spr\item\questkey\taskobj103.spr	41	1	1	传说有起死回生之功效的灵药。		100	1	1	\script\event\qingming_2006\item_mum.lua	0	1	1	0	0
兔肉	6	1	1079	\spr\item\questkey\taskobj399.spr	365	1	1	鲜嫩的兔肉，是野外充饥的最佳选择。		100	1	1	\script\event\qingming_2006\item_mum.lua	0	1	1	0	0
兔皮	6	1	1080	\spr\item\questkey\taskobj111.spr	351	1	1	富有韧性的兔皮，是修补衣服盔甲的佳品。		100	1	1	\script\event\qingming_2006\item_mum.lua	0	1	1	0	0
召唤令牌	6	1	1081	\spr\item\questkey\taskobj126.spr	41	1	1	蕴含高人功力的令牌可以强令一些绝世高手现身此处。		100	1	0	\script\item\callbosstoken.lua	0	1	1	1	0
小叠的回城符	6	1	1082	\spr\item\special\Obj_TownPortal.spr	38	1	1	缩地大法，让你瞬间回到城镇。最多可使用100次。		100	1	0	\script\item\townportal_s.lua	0	1	1	0	1
大叠的回城符	6	1	1083	\spr\item\special\Obj_TownPortal.spr	38	1	1	缩地大法，让你瞬间回到城镇。最多可使用1000次。		100	1	0	\script\item\townportal_l.lua	0	1	1	0	1
修理包	6	1	1084	\spr\item\obj_item_jixiang.spr	41	1	1	右键点击使用可以修理装备，使用期限为一周。		10	1	0	\script\item\techan_xiulibao.lua	0	1	1	0	1
修炼木人	6	1	1085	\spr\item\questkey\taskobj006.spr	413	1	2	右键点击使用可以召唤出一个木人，打败它后可获得大量经验。		10	1	0	\script\item\techan_xiulianmuren.lua	0	1	1	0	0
货物箱	6	1	1086	\spr\item\oldbox\oldbox.spr	433	1	1	端午活动用的箱子。		2000	1	0	\script\missions\dragonboatfestival_06\npcs\boxes.lua	0	1	1	0	0
板栗糯米粽子	6	1	1087	\spr\item\questkey\taskobj401.spr	366	1	1	吃过以后可以瞬间增加100万的经验		100	1	0	\script\item\duanwu2006\banlizongzi.lua	0	1	1	0	0
红枣糯米粽子	6	1	1088	\spr\item\questkey\taskobj402.spr	366	1	1	吃过以后可以瞬间增加50万的经验		100	1	0	\script\item\duanwu2006\hongzaozongzi.lua	0	1	1	0	0
鲜肉粽子	6	1	1089	\spr\item\questkey\taskobj403.spr	366	1	1	吃过以后可以瞬间增加300万的经验		100	1	0	\script\item\duanwu2006\xianrouzongzi.lua	0	1	1	0	0
肉香什锦粽子	6	1	1090	\spr\item\questkey\taskobj404.spr	366	1	1	吃过以后可以瞬间增加500万的经验		100	1	0	\script\item\duanwu2006\shijinzongzi.lua	0	1	1	0	0
天机令	6	1	1091	\spr\item\questkey\006.spr	41	1	1	使用后一小时内使用者可以得到所在地图内所有贵重物品的拾取信息.		100	1	0	\script\item\item_tianjiling.lua	707	1	1	0	0
黄金球卡	6	2	1092	\spr\item\worldcup\huangjin_qiuka.spr	41	1	1	\script\event\worldcup\team_card_dec.lua		100	1	0	\script\item\worldcup\huangjinqiuka.lua	0	1	1	0	0
大力神之黄金卡册	6	2	1093	\spr\item\worldcup\dalishen_kace.spr	41	1	1	\script\event\worldcup\team_totalcard_dec.lua		100	1	0	\script\item\worldcup\huangjin_kace.lua	0	1	1	0	0
弑者之印	6	1	1094	\spr\item\questkey\taskobj018.spr	41	1	1	黄金Boss和小Boss随身携带的罕见之印，使用后可为自己增加80点贡献度；为帮会增加60万建设基金，40万战备基金，15点储备贡献度		100	1	0	\script\item\signet.lua	0	1	1	0	0
快乐蜡烛	6	1	1095	\spr\item\vitenambirthday\candle001.spr	442	1	1	使用后可以使你在10分钟内打怪练级经验加倍。（与仙草露不叠加）		100	1	0	\script\item\vitenambirthday\candle001.lua	0	1	1	0	0
平安蜡烛	6	1	1096	\spr\item\vitenambirthday\candle002.spr	442	1	1	使用后可以使你在20分钟内，打怪练级经验加倍。（与仙草露不叠加）		100	1	0	\script\item\vitenambirthday\candle002.lua	0	1	1	0	0
幸运蜡烛	6	1	1097	\spr\item\vitenambirthday\candle003.spr	442	1	1	使用后可以使你在30分钟内，打怪练级经验加倍。（与仙草露不叠加）		100	1	0	\script\item\vitenambirthday\candle003.lua	0	1	1	0	0
幸福蜡烛	6	1	1098	\spr\item\vitenambirthday\candle004.spr	442	1	1	使用后可以使你与队友在30分钟内，打怪练级经验加倍。（与仙草露不叠加）		100	1	0	\script\item\vitenambirthday\candle004.lua	0	1	1	0	0
生日礼盒	6	1	1099	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用可以获得一个制作蛋糕的材料。		100	1	0	\script\item\vitenambirthday\birthdaybox.lua	0	1	1	0	0
生日蛋糕	6	1	1100	\spr\item\vitenambirthday\birthdaycake001.spr	377	1	1	吃过以后可以瞬间增加20万的经验。		100	1	0	\script\item\vitenambirthday\birthdaycake001.lua	0	1	1	0	0
高级蛋糕	6	1	1101	\spr\item\vitenambirthday\birthdaycake002.spr	377	1	1	吃过以后可以瞬间增加100万的经验。		100	1	0	\script\item\vitenambirthday\birthdaycake002.lua	0	1	1	0	0
一级特殊任务令牌	6	1	1102	\spr\item\questkey\taskobj126.spr	377	1	1	右键点击使用可以触发一个一级特殊任务。		100	1	0	\script\item\random_tasklingpai_tongex.lua	0	1	1	0	0
二级特殊任务令牌	6	1	1103	\spr\item\questkey\taskobj126.spr	377	1	1	右键点击使用可以触发一个二级特殊任务。		100	1	0	\script\item\random_tasklingpai_tongex.lua	0	1	1	0	0
三级特殊任务令牌	6	1	1104	\spr\item\questkey\taskobj126.spr	377	1	1	右键点击使用可以触发一个三级特殊任务。		100	1	0	\script\item\random_tasklingpai_tongex.lua	0	1	1	0	0
凤凰印	6	1	1105	\spr\item\questkey\001.spr	41	1	1	传说中凤凰栖息处的石头。以之打造装备，可以提高成功的几率。		100	1	1	\script\item\phoenixstong.lua	0	1	1	0	0
无双杀阵	6	1	1106	\spr\item\questkey\009.spr	41	1	1	岳武穆留下的传奇阵法。发动后可以使一定范围内所有战斗状态的帮众统一易容，并减少pk惩罚。		100	1	0	\script\item\crowninghalo.lua	0	1	1	0	1
黄金令	6	1	1107	\spr\item\questkey\taskobj117.spr	41	1	2	使用后会召唤出守护神秘宝藏的武士。杀掉武士，就能获得他守护的宝藏。		100	1	0	\script\item\goldbosscard.lua	0	1	1	0	0
队伍面具	6	1	1108	\spr\item\script\teammask.spr	379	1	1	由队长或队员右键点击使用，使用后队伍成员都变成同一模样一段时间。		100	1	0	\script\item\teammask.lua	0	1	1	0	0
帮会面具	6	1	1109	\spr\item\script\tongmask.spr	379	1	1	由帮主或长老右键点击使用，使用后在线帮会成员都变成同一模样一段时间。		100	1	0	\script\item\tongmask.lua	0	1	1	0	0
参罐	6	1	1110	\spr\item\medecine\zq_icon_004.spr	377	1	1	储藏百年人参的陶罐，开启即可获得百年人参的力量。使用期效7小时		10	1	0	\script\item\panaxbox.lua	0	1	1	0	0
心心相印盒	6	1	1111	\spr\item\script\item_chrismasbox.spr	377	1	1	见证心意的神秘盒子。		100	1	0	\script\item\qixi_2006\darling_caddy.lua	0	1	1	0	0
绣花针	6	1	1112	\spr\item\qixi_2006\xiuhuazhen.spr	41	1	1	一根绣花针，人们庆祝七夕的必备品之一。		2000	1	1	\script\item\noscript.lua	0	1	1	0	0
麦秸桥	6	1	1113	\spr\item\qixi_2006\maijieqiao.spr	41	1	1	用麦秸秆轧成的鹊桥，人们庆祝七夕的必备品之一。		2000	1	1	\script\item\noscript.lua	0	1	1	0	0
布喜鹊	6	1	1114	\spr\item\qixi_2006\buxique.spr	41	1	1	用布缝成的喜鹊，只有手巧的人方能缝制。		2000	1	1	\script\item\noscript.lua	0	1	1	0	0
花环	6	1	1115	\spr\item\qixi_2006\huahuan.spr	41	1	1	用鲜花编成的花环，是给牛郎身边的老牛准备的。		2000	1	1	\script\item\noscript.lua	0	1	1	0	0
巧食	6	1	1116	\spr\item\qixi_2006\qiaoshi.spr	41	1	1	乞巧得来的糖糕，食用能令手脚变得灵巧功力大增。		2000	1	0	\script\item\qixi_2006\qiaoshi.lua	0	1	1	0	0
双七水	6	1	1117	\spr\item\qixi_2006\shuangqishui.spr	41	1	1	乞织得来的仙水，使用能使你8小时内打怪经验双倍。（与仙草露时间不叠加）		2000	1	0	\script\item\qixi_2006\shuangqishui.lua	0	1	1	0	0
花瓜	6	1	1118	\spr\item\qixi_2006\huagua.spr	41	1	1	乞农得来的瓜果，打开后能随机获得一件物品。		2000	1	0	\script\item\qixi_2006\huagua.lua	0	1	1	0	0
汴京东部事发点地图	6	1	1119	\spr\item\task\treasure11.spr	341	1	1	记录了车夫在汴京东部小路赶车时发生剧烈颠簸的地点。<enter>车夫曾说那里不明不白出现了个大凸起，去那挖掘看看能不能发现什么秘密。		100	1	0	\script\task\lv120skill\item\coffin_map.lua	0	1	1	0	0
不太寻常的武林秘籍	6	1	1120	\spr\item\questkey\obj_item_lection.spr	341	1	1	在衡山大厅调包得到的<<武林秘籍>>。<enter>到底隐含了什么不同呢，不妨找个私密之处领略一下吧。		100	1	0	\script\task\lv120skill\item\dgj_wulinmiji.lua	0	1	1	0	0
神秘棺木	6	1	1121	\spr\item\task\coffin.spr	341	1	1	在车夫遭遇剧烈颠簸的地点挖到的一口棺木，盖子像是被什么牢牢锁住了，无从打开。		100	1	0	\script\task\lv120skill\item\coffin.lua	0	1	1	0	0
棺木解锁图_第一重锁	6	1	1122	\spr\item\task\lockinfo.spr	341	1	1	蕴藏了放置宝物以解开棺木第一重锁的玄机。		100	1	0	\script\task\lv120skill\item\lockmap1.lua	0	1	1	0	0
棺木解锁图_第二重锁	6	1	1123	\spr\item\task\lockinfo.spr	341	1	1	蕴藏了放置宝物以解开棺木第二重锁的玄机。		100	1	0	\script\task\lv120skill\item\lockmap2.lua	0	1	1	0	0
奇异死尸	6	1	1124	\spr\item\task\corpse.spr	341	1	1	周身全黑，筋肉如石头一般死硬，仿佛被施过什么功，掩盖了其死因。		100	1	0	\script\task\lv120skill\item\cadaver.lua	0	1	1	0	0
120级技能诀要	6	1	1125	\spr\item\task\stunt.spr	341	1	1	记录了本门120级上乘绝学，历练到120级，便能领悟其中奥秘了。		100	1	0	\script\task\lv120skill\item\lv120skillbook.lua	0	1	1	0	0
金莲花	6	1	1126	\spr\item\yulanpenjie\jinlianhua.spr	443	1	1	美丽的金莲花，可以拿到野叟处合成莲花环(2006年8月15日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
木莲花	6	1	1127	\spr\item\yulanpenjie\mulianhua.spr	444	1	1	美丽的木莲花，可以拿到野叟处合成莲花环(2006年8月15日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
水莲花	6	1	1128	\spr\item\yulanpenjie\shuilianhua.spr	445	1	1	美丽的水莲花，可以拿到野叟处合成莲花环(2006年8月15日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
火莲花	6	1	1129	\spr\item\yulanpenjie\huolianhua.spr	446	1	1	美丽的火莲花，可以拿到野叟处合成莲花环(2006年8月15日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
土莲花	6	1	1130	\spr\item\yulanpenjie\tulianhua.spr	447	1	1	美丽的土莲花，可以拿到野叟处合成莲花环(2006年8月15日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
金莲花环	6	1	1131	\spr\item\yulanpenjie\jinlianhuahuan.spr	41	2	1	用金莲花做成的花环，可以拿到礼官处换取奖励(2006年8月31日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
木莲花环	6	1	1132	\spr\item\yulanpenjie\mulianhuahuan.spr	41	2	1	用木莲花做成的花环，可以拿到礼官处换取奖励(2006年8月31日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
水莲花环	6	1	1133	\spr\item\yulanpenjie\shuilianhuahuan.spr	41	2	1	用水莲花做成的花环，可以拿到礼官处换取奖励(2006年8月31日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
火莲花环	6	1	1134	\spr\item\yulanpenjie\huolianhuahuan.spr	41	2	1	用火莲花做成的花环，可以拿到礼官处换取奖励(2006年8月31日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
土莲花环	6	1	1135	\spr\item\yulanpenjie\tulianhuahuan.spr	41	2	1	用土莲花做成的花环，可以拿到礼官处换取奖励(2006年8月31日之后过期)。		20	1	1	\script\event\menglan_2006\lotus.lua	0	1	1	0	0
大风包	6	1	1136	\spr\item\yulanpenjie\dafengbao.spr	347	1	1	大风包，打开后随机得到一个宝物。		100	1	0	\script\event\menglan_2006\dafengbao.lua	0	1	1	0	0
冰石结晶礼盒	6	1	1137	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得冰石结晶10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
菊花石礼盒	6	1	1138	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得菊花石10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
陨铁碎片礼盒	6	1	1139	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得陨铁碎片10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
冰蟾丝礼盒	6	1	1140	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得冰蟾丝10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
鸡血石礼盒	6	1	1141	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得鸡血石10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
玛瑙礼盒	6	1	1142	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得玛瑙10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
田黄石礼盒	6	1	1143	\spr\item\script\item_chrismasbox.spr	377	1	1	右键点击使用，可以获得田黄石10个		100	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
旺旺转运包（大）	6	1	1144	\spr\item\twzhuanyun\zhuanyunbao_big.spr	448	1	1	"神秘的转运包（大）,右键点击使用，可以开出四个随机商品。"		50	1	0	\script\item\wangwang_gift_big.lua	0	1	1	0	0
旺旺转运包（小）	6	1	1145	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	"神秘的转运包（小）,右键点击使用，可以开出一个随机商品。"		50	1	0	\script\item\wangwang_gift_small.lua	0	1	1	0	0
大马虎超值包	6	1	1146	\spr\item\twzhuanyun\zhuanyunbao_big.spr	448	1	1	"大马虎超值包,右键点击使用。"		50	1	0	\script\item\valuepack.lua	0	1	1	0	0
鸿影超值包	6	1	1147	\spr\item\twzhuanyun\zhuanyunbao_big.spr	448	1	1	"鸿影超值包,右键点击使用。"		50	1	0	\script\item\valuepack.lua	0	1	1	0	0
通筋活骨大礼包	6	1	1148	\spr\item\twzhuanyun\zhuanyunbao_big.spr	448	1	1	"通筋活骨大礼包,右键点击使用。"		50	1	0	\script\item\valuepack.lua	0	1	1	0	0
玄铁原矿礼包（五颗装）	6	1	1149	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	玄铁原矿礼包（五颗装），右键点击使用，可以获得五颗玄铁原矿。		50	1	0	\script\item\ore_bag.lua	0	1	1	0	0
孔雀原石礼包（五颗装）	6	1	1150	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	孔雀原石礼包（五颗装），右键点击使用，可以获得不同五行属性的孔雀原石各一颗。		50	1	0	\script\item\ore_bag.lua	0	1	1	0	0
秘银原矿礼包（五颗装）	6	1	1151	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	秘银原矿礼包（五颗装），右键点击使用，可以获得五颗秘银原矿。		50	1	0	\script\item\ore_bag.lua	0	1	1	0	0
芙蓉原石礼包（五颗装）	6	1	1152	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	芙蓉原石礼包（五颗装），右键点击使用，可以获得不同五行属性的芙蓉原石各一颗。		50	1	0	\script\item\ore_bag.lua	0	1	1	0	0
朱砂原矿礼包（五颗装）	6	1	1153	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	朱砂原矿礼包（五颗装），右键点击使用，可以获得五颗朱砂原矿。		50	1	0	\script\item\ore_bag.lua	0	1	1	0	0
钟乳原石礼包（五颗装）	6	1	1154	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	钟乳原石礼包（五颗装），右键点击使用，可以获得不同五行属性的钟乳原石各一颗。		50	1	0	\script\item\ore_bag.lua	0	1	1	0	0
国庆礼盒	6	1	1155	\spr\item\obj_item_gifts.spr	345	1	1	国庆带来的特别礼物，可以到礼官处获得一定量的金钱（2006年9月7日之后过期）。		100	1	0	\script\item\lovechocolate.lua	0	1	1	0	0
扩展箱礼盒	6	1	1156	\spr\item\obj_item_gifts.spr	345	1	1	附带一个扩展箱		100	1	0	\script\item\ib\extendbox.lua	0	1	1	0	0
特效大白驹丸	6	1	1157	\spr\item\medecine\baijuwan_special.spr	19	1	1	一颗特效大白驹丸，使用后可获得80小时的离线托管时间，获得经验的速度是大白驹丸的2倍。		5	1	0	\script\item\dabaijuwan_special.lua	0	1	1	0	1
师徒令	6	1	1158	\spr\item\questkey\006.spr	41	1	1	使用后可以收取一个徒弟		100	1	0	\script\item\ib\shituling.lua	707	1	1	0	0
托管双倍令牌	6	1	1159	\spr\item\questkey\006.spr	41	1	1	IB占位		100	1	0	\script\item\ib\shituling.lua	0	1	1	0	0
全抗令牌	6	1	1160	\spr\item\questkey\006.spr	41	1	1	IB占位		100	1	0	\script\item\ib\shituling.lua	0	1	1	0	0
血内令牌	6	1	1161	\spr\item\questkey\006.spr	41	1	1	IB占位		100	1	0	\script\item\ib\shituling.lua	0	1	1	0	0
洗髓岛令牌	6	1	1162	\spr\item\questkey\006.spr	41	1	1	IB占位		100	1	0	\script\item\ib\shituling.lua	0	1	1	0	0
幸运令牌	6	1	1163	\spr\item\questkey\006.spr	41	1	1	IB占位		100	1	0	\script\item\ib\shituling.lua	0	1	1	0	0
BOSS藏宝图令牌	6	1	1164	\spr\item\questkey\006.spr	41	1	1	IB占位		100	1	0	\script\item\ib\shituling.lua	0	1	1	0	0
高级地图令牌	6	1	1165	\spr\item\questkey\006.spr	41	1	1	IB占位		100	1	0	\script\item\ib\shituling.lua	0	1	1	0	0
玄晶令牌	6	1	1166	\spr\item\questkey\006.spr	41	1	1	IB占位		100	1	0	\script\item\ib\shituling.lua	0	1	1	0	0
宋金双倍令牌	6	1	1167	\spr\item\questkey\006.spr	41	1	1	IB占位		100	1	0	\script\item\ib\shituling.lua	0	1	1	0	0
蓝装修复晶石	6	1	1168	\spr\item\christmas\high_blue.spr	333	1	1	临安神秘商人处修复<损坏的装备>之必备材料。1颗蓝装修复晶石可修复一件耐久度为0的蓝色装备。		100	1	0	\script\item\noscript.lua	0	1	1	1	0
紫装修复晶石	6	1	1169	\spr\item\christmas\high_purple.spr	333	1	1	临安神秘商人处修复<损坏的装备>之必备材料。1颗紫装修复晶石可修复一件耐久度为0的紫色装备。		100	1	0	\script\item\noscript.lua	0	1	1	1	0
黄金装修复晶石	6	1	1170	\spr\item\christmas\high_yellow.spr	333	1	1	临安神秘商人处修复<损坏的装备>之必备材料。1颗黄金装修复晶石可修复一件耐久度为0的黄金装备。		100	1	0	\script\item\noscript.lua	0	1	1	1	0
极品定国套装锦囊	6	1	1171	\spr\item\obj_item_jixiang.spr	41	1	1	(IB)与礼官对话使用，可获得一套定国装备，属性随机。		100	1	0	\script\item\ib\jinnang.lua	0	1	1	0	0
极品安邦套装锦囊	6	1	1172	\spr\item\obj_item_jixiang.spr	41	1	1	(IB)与礼官对话使用，可获得一套安邦装备，属性随机。		100	1	0	\script\item\ib\jinnang.lua	0	1	1	0	0
福禄礼包	6	1	1173	\spr\item\mid_autumn\zhongqiuwupin.spr	432	1	1	拾取时，随机获得白米粉、白砂糖、豆沙、红枣4种材料中的一种。		20	1	0	\script\item\fululibao.lua	0	1	1	0	0
寿禧礼包	6	1	1174	\spr\item\script\item_chrismasbox.spr	377	1	1	剑侠情缘三周年庆典礼物。右键点击使用，随机获得一件道具。		20	1	0	\script\item\shouxilibao.lua	0	1	1	0	0
白米粉	6	1	1175	\spr\item\script\mianfen.spr	41	1	1	常见的米粉，制作寿桃的基本材料。		20	1	1	\script\item\noscript.lua	0	1	1	0	1
白砂糖	6	1	1176	\spr\item\script\shatang.spr	41	1	1	常见的砂糖，制作寿桃的基本材料。		20	1	1	\script\item\noscript.lua	0	1	1	0	1
新鲜的豆沙	6	1	1177	\spr\item\mid_autumn\dousha.spr	41	1	1	常见的豆沙，制作寿桃的特殊材料。		20	1	1	\script\item\noscript.lua	0	1	1	0	1
新鲜的红枣	6	1	1178	\spr\item\questkey\taskobj394.spr	41	1	1	常见的红枣，制作寿桃的特殊材料。		20	1	1	\script\item\noscript.lua	0	1	1	0	1
